,Name,Allocation
0,MUNICIPAL BONDS,6.54%
1,Indiana St Hsg & Cmnty Dev Auth Single Family Rev VAR 01-JUL-2047,4.19%
2,CORPORATE BOND,3.34%
3,U.S. Dollar,2.96%
4,Florida Dev Fin Corp Surface Transn Fac Rev VAR 01-JAN-2049,2.82%
5,Health Care Auth For Baptist Health Ala VAR 01-NOV-2042,2.76%
6,Capital City Economic Dev Auth Conn Pkg & Energyfee Rev VAR 15-JUN-2034,2.62%
7,New York N Y VAR 01-OCT-2046,2.42%
8,Randolph Mass 2.0% 11-JUN-2021,1.83%
9,Newark N J 3.5% 27-JUL-2021,1.72%
10,Noblesville Ind Multi Sch Bldg Corp 5.0% 15-JUL-2022,1.70%
11,Mizuho Floater / Residual Tr Var Sts VAR 01-DEC-2048,1.61%
12,Philadelphia Pa 5.0% 01-AUG-2021,1.48%
13,Texas St 4.0% 27-AUG-2020,1.47%
14,Philadelphia Pa Sch Dist 4.0% 30-JUN-2021,1.40%
15,Texas Mun Gas Acquisition & Supply Corp I Gas Supply Rev 5.25% 15-DEC-2022,1.37%
16,Columbia Ala Indl Dev Brd Pollutn Ctl Rev VAR 01-JUN-2028,1.35%
17,Hillsdale Ohio Loc Sch Dist Ctfs Partn 4.0% 01-DEC-2020,1.28%
18,Arizona Indl Dev Auth Rev 5.0% 01-MAY-2023,1.26%
19,Orange Cnty Fla Hsg Fin Auth Multifamily Rev VAR 01-APR-2022,1.25%
20,Connecticut St 5.0% 01-NOV-2020,1.23%
21,New York St Dorm Auth St Pers Income Tax Rev 5.0% 31-MAR-2021,1.16%
22,Black Belt Energy Gas Dist Ala Gas Supply Rev VAR 01-JUL-2046,1.15%
23,Fla Hsg Fin Corp Multifamily Mtg Rev VAR 01-FEB-2023,1.14%
24,Euclid Ohio 2.25% 29-APR-2021,1.14%
25,Jea Fla Elec Sys Rev 5.0% 01-OCT-2020,1.13%
26,Brooklyn Ctr Minn Multifamily Hsg Dev VAR 01-JAN-2037,1.13%
27,Horace N D 1.9% 01-AUG-2022,1.13%
28,Indiana St Fin Auth Economic Dev Rev VAR 01-MAY-2034,1.13%
29,California Pollutn Ctl Fing Auth Solid Waste Disp Rev VAR 01-AUG-2023,1.13%
30,Amelia Cnty Va Indl Dev Auth Solid Waste Disp Rev VAR 01-APR-2027,1.03%
31,Miami-Dade Cnty Fla Aviation Rev 5.0% 01-OCT-2020,0.97%
32,Jefferson Cnty Ala 5.0% 01-APR-2021,0.89%
33,Columbia Ala Indl Dev Brd Pollutn Ctl Rev VAR 01-DEC-2037,0.85%
34,Farmington N Mex Pollutn Ctl Rev VAR 01-JUN-2040,0.85%
35,Pennsylvania Economic Dev Fing Auth Solid Wastedisp Rev VAR 01-AUG-2037,0.85%
36,Atlantic Cnty N J Impt Auth Rev 5.0% 01-SEP-2020,0.84%
37,Clark Cnty Nev Sch Dist 5.0% 15-JUN-2022,0.84%
38,Mobile Ala Indl Dev Brd Solid Waste Disp Rev VAR 01-JUN-2034,0.79%
39,Oklahoma Dev Fin Auth Rev 1.625% 06-JUL-2023,0.79%
40,Orlando & Orange Cnty Expwy Auth Fla Expwy Rev 5.0% 01-JUL-2022,0.74%
41,Long Beach N Y 2.0% 15-SEP-2022,0.69%
42,California Health Facs Fing Auth Rev VAR 01-OCT-2036,0.68%
43,Tender Opt Bd Tr Rcpts / Ctfs Var Sts VAR 01-MAY-2054,0.66%
44,California Health Facs Fing Auth Rev VAR 01-JUL-2043,0.62%
45,Greater Clark Cnty Ind Schs 2.0% 31-DEC-2020,0.62%
46,New Jersey St Higher Ed Assistance Auth Stud Ln 5.0% 01-DEC-2022,0.61%
47,New York St Mtg Agy Homeowner Mtg Rev 3.75% 01-APR-2023,0.60%
48,Metropolitan Transn Auth N Y Rev 5.0% 15-MAY-2022,0.59%
49,Chatom Ala Indl Dev Brd Gulf Opportunity Zone 5.0% 01-AUG-2021,0.59%
50,Watford City N D St Aid Ctfs Indbt 3.0% 01-DEC-2021,0.58%
51,Farmington N Mex Pollutn Ctl Rev VAR 01-JUN-2040,0.58%
52,New Jersey Economic Dev Auth Rev 5.25% 15-DEC-2020,0.57%
53,Allen Cnty Ohio Hosp Facs Rev 5.0% 01-DEC-2020,0.57%
54,Hawaii St 3.0% 01-DEC-2020,0.57%
55,St John Baptist Parish La Rev VAR 01-JUN-2037,0.57%
56,Philadelphia Pa Gas Wks Rev 5.25% 01-AUG-2040,0.57%
57,Maricopa Cnty Ariz Pollution Ctl Corp Pollutionctl Rev VAR 01-JAN-2038,0.57%
58,Tulsa Okla Arpts Impt Tr Genl Rev 5.0% 01-JUN-2022,0.56%
59,Sauk Prairie Wis Sch Dist 2.0% 09-DEC-2020,0.56%
60,Metropolitan Transn Auth N Y Rev 4.0% 01-SEP-2020,0.56%
61,Mississippi Business Fin Corp Miss Solid Waste Disp Rev VAR 01-MAR-2029,0.56%
62,California Pollutn Ctl Fing Auth Solid Waste Disp Rev VAR 01-NOV-2042,0.56%
63,Pennsylvania Economic Dev Fing Auth Solid Wastedisp Rev VAR 01-APR-2049,0.56%
64,Williston N D Cnty-Wide Pub Safety Sales Tax Rev 5.0% 15-JUL-2022,0.53%
65,Jea Fla Elec Sys Rev 5.0% 01-OCT-2022,0.52%
66,Citizens Ppty Ins Corp Fla 5.0% 01-JUN-2022,0.51%
67,Edison Twp N J 2.5% 13-JAN-2021,0.51%
68,Miami-Dade Cnty Fla Aviation Rev 5.0% 01-OCT-2020,0.50%
69,Oklahoma Dev Fin Auth Rev 2.375% 01-DEC-2021,0.50%
70,West Fargo N D 2.15% 01-MAY-2021,0.46%
71,Connecticut St 3.0% 15-JAN-2021,0.46%
72,Illinois St 5.0% 01-NOV-2020,0.45%
