,Name,Allocation
0,"Penn National Gaming, Inc.",1.43%
1,"Lithia Motors, Inc. Class A",1.23%
2,"Saia, Inc.",0.84%
3,"Murphy USA, Inc.",0.80%
4,"UFP Industries, Inc.",0.79%
5,Timken Company,0.79%
6,EQT Corporation,0.79%
7,Meritage Homes Corporation,0.76%
8,"Texas Roadhouse, Inc.",0.76%
9,"Dick's Sporting Goods, Inc.",0.75%
10,Chemours Co.,0.75%
11,"AutoNation, Inc.",0.74%
12,Synaptics Incorporated,0.74%
13,Commercial Metals Company,0.72%
14,"Nu Skin Enterprises, Inc. Class A",0.71%
15,Iridium Communications Inc.,0.70%
16,"BMC Stock Holdings, Inc.",0.69%
17,"Big Lots, Inc.",0.65%
18,"Vishay Intertechnology, Inc.",0.63%
19,Bank OZK,0.63%
20,GATX Corporation,0.62%
21,"Valmont Industries, Inc.",0.61%
22,National General Holdings Corp.,0.60%
23,Shenandoah Telecommunications Company,0.60%
24,Plexus Corp.,0.59%
25,"Foot Locker, Inc.",0.59%
26,"CNO Financial Group, Inc.",0.59%
27,"Ryder System, Inc.",0.59%
28,"Patterson Companies, Inc.",0.58%
29,Masonite International Corp.,0.57%
30,TRI Pointe Group Inc,0.56%
31,Sanmina-SCI Corporation,0.56%
32,Air Lease Corporation Class A,0.55%
33,Range Resources Corporation,0.55%
34,"PennyMac Financial Services, Inc.",0.55%
35,American Equity Investment Life Holding Company,0.55%
36,Taylor Morrison Home Corporation,0.55%
37,"Werner Enterprises, Inc.",0.54%
38,Kennametal Inc.,0.54%
39,Stepan Company,0.54%
40,"BankUnited, Inc.",0.54%
41,Eagle Materials Inc.,0.53%
42,Apache Corporation,0.53%
43,Bank of Hawaii Corporation,0.53%
44,"Extended Stay America, Inc.",0.52%
45,Diodes Incorporated,0.52%
46,"Telephone and Data Systems, Inc.",0.52%
47,Jabil Inc.,0.51%
48,Boise Cascade Co.,0.51%
49,Cabot Corporation,0.51%
50,Triton International Ltd. Class A,0.51%
51,KB Home,0.51%
52,Goodyear Tire & Rubber Company,0.50%
53,Cleveland-Cliffs Inc,0.50%
54,"Trinity Industries, Inc.",0.49%
55,Evercore Inc Class A,0.49%
56,Cathay General Bancorp,0.49%
57,"Cracker Barrel Old Country Store, Inc.",0.48%
58,Murphy Oil Corporation,0.48%
59,"Landstar System, Inc.",0.48%
60,Navient Corp,0.48%
61,Associated Banc-Corp,0.48%
62,Alcoa Corp.,0.48%
63,Cimarex Energy Co.,0.47%
64,"Arena Pharmaceuticals, Inc.",0.47%
65,International Bancshares Corporation,0.46%
66,PVH Corp.,0.45%
67,Dana Incorporated,0.45%
68,Antero Midstream Corp.,0.44%
69,Southwestern Energy Company,0.44%
70,JetBlue Airways Corporation,0.44%
71,"Texas Capital Bancshares, Inc.",0.44%
72,Allegiant Travel Company,0.44%
73,Horace Mann Educators Corporation,0.43%
74,"SkyWest, Inc",0.43%
75,CNX Resources Corporation,0.43%
76,McGrath RentCorp,0.42%
77,ServisFirst Bancshares Inc,0.42%
78,"WPX Energy, Inc.",0.42%
79,"Avnet, Inc.",0.42%
80,Visteon Corporation,0.42%
81,Cooper Tire & Rubber Company,0.42%
82,"Walker & Dunlop, Inc.",0.41%
83,SLM Corp,0.41%
84,"American Eagle Outfitters, Inc.",0.41%
85,Bed Bath & Beyond Inc.,0.40%
86,ODP Corporation,0.40%
87,"Matson, Inc.",0.39%
88,"Hub Group, Inc. Class A",0.39%
89,"Urban Outfitters, Inc.",0.39%
90,"Parsley Energy, Inc. Class A",0.38%
91,Domtar Corporation,0.38%
92,Western Alliance Bancorp,0.38%
93,"Hilton Grand Vacations, Inc.",0.37%
94,"Mueller Industries, Inc.",0.37%
95,LaZBoy Incorporated,0.37%
96,"Astec Industries, Inc.",0.37%
97,"Owens & Minor, Inc.",0.36%
98,Macy's Inc,0.36%
99,"PDC Energy, Inc.",0.36%
100,Wintrust Financial Corporation,0.35%
101,"Ensign Group, Inc.",0.35%
102,Hilltop Holdings Inc.,0.35%
103,"Axos Financial, Inc.",0.35%
104,Norwegian Cruise Line Holdings Ltd.,0.35%
105,Essent Group Ltd.,0.34%
106,Gentherm Incorporated,0.34%
107,"PriceSmart, Inc.",0.34%
108,Radian Group Inc.,0.34%
109,"United Community Banks, Inc.",0.33%
110,Livent Corporation,0.33%
111,Signet Jewelers Limited,0.33%
112,Albany International Corp. Class A,0.33%
113,MGIC Investment Corporation,0.33%
114,Moelis & Co. Class A,0.32%
115,Trinseo SA,0.32%
116,"TTM Technologies, Inc.",0.32%
117,"Helmerich & Payne, Inc.",0.32%
118,"Selective Insurance Group, Inc.",0.31%
119,Ovintiv Inc,0.31%
120,"Washington Federal, Inc.",0.31%
121,"Waddell & Reed Financial, Inc. Class A",0.31%
122,"Gap, Inc.",0.30%
123,Matador Resources Company,0.30%
124,Delek US Holdings Inc,0.30%
125,Arconic Corp.,0.30%
126,Synovus Financial Corp.,0.29%
127,"Genworth Financial, Inc. Class A",0.29%
128,"Marten Transport, Ltd.",0.29%
129,"Ultra Clean Holdings, Inc.",0.29%
130,UMB Financial Corporation,0.29%
131,Green Dot Corporation Class A,0.29%
132,First Horizon National Corporation,0.29%
133,"Spirit Airlines, Inc.",0.29%
134,Delphi Technologies Plc,0.28%
135,"EnPro Industries, Inc.",0.28%
136,"AMERISAFE, Inc.",0.28%
137,"Noble Energy, Inc.",0.28%
138,"Atlas Air Worldwide Holdings, Inc.",0.28%
139,"MasTec, Inc.",0.27%
140,Lakeland Financial Corporation,0.27%
141,"Methode Electronics, Inc.",0.27%
142,"NMI Holdings, Inc. Class A",0.27%
143,"Nelnet, Inc. Class A",0.27%
144,Deckers Outdoor Corporation,0.27%
145,Archrock Inc.,0.27%
146,"Herc Holdings, Inc.",0.26%
147,Cheesecake Factory Incorporated,0.26%
148,"Mr. Cooper Group, Inc.",0.26%
149,Malibu Boats Inc Class A,0.26%
150,"Employers Holdings, Inc.",0.26%
151,Perdoceo Education Corporation,0.26%
152,Kohl's Corporation,0.26%
153,Vista Outdoor Inc,0.26%
154,ArcBest Corporation,0.25%
155,Devon Energy Corporation,0.25%
156,United States Steel Corporation,0.25%
157,Capri Holdings Limited,0.24%
158,Kaiser Aluminum Corporation,0.24%
159,Piper Sandler Companies,0.24%
160,Encore Wire Corporation,0.24%
161,"Popular, Inc.",0.24%
162,Arcosa Inc,0.24%
163,Steelcase Inc. Class A,0.24%
164,"Amkor Technology, Inc.",0.24%
165,"Flagstar Bancorp, Inc.",0.23%
166,"Heartland Express, Inc.",0.23%
167,Banner Corporation,0.23%
168,Allegheny Technologies Incorporated,0.23%
169,"Supernus Pharmaceuticals, Inc.",0.22%
170,"Warrior Met Coal, Inc.",0.22%
171,StoneX Group Inc.,0.21%
172,"Ingles Markets, Incorporated Class A",0.21%
173,Hexcel Corporation,0.21%
174,National Beverage Corp.,0.21%
175,Corcept Therapeutics Incorporated.,0.21%
176,"American Axle & Manufacturing Holdings, Inc.",0.21%
177,"Hope Bancorp, Inc.",0.21%
178,SpartanNash Company,0.21%
179,Magnolia Oil & Gas Corp. Class A,0.20%
180,"USANA Health Sciences, Inc.",0.20%
181,"Virtus Investment Partners, Inc.",0.20%
182,"Asbury Automotive Group, Inc.",0.20%
183,"Schweitzer-Mauduit International, Inc.",0.20%
184,"PBF Energy, Inc. Class A",0.20%
185,Webster Financial Corporation,0.20%
186,Abercrombie & Fitch Co. Class A,0.19%
187,"Eagle Bancorp, Inc.",0.19%
188,"Oxford Industries, Inc.",0.19%
189,"John B. Sanfilippo & Son, Inc.",0.19%
190,"Weis Markets, Inc.",0.18%
191,Kforce Inc.,0.18%
192,"Hawaiian Holdings, Inc.",0.18%
193,SFL Corporation Limited,0.18%
194,"United Natural Foods, Inc.",0.18%
195,OFG Bancorp,0.18%
196,"Patterson-UTI Energy, Inc.",0.18%
197,Unum Group,0.18%
198,First Bancorp,0.18%
199,"OneMain Holdings, Inc.",0.18%
200,Neenah Inc,0.18%
201,"Stock Yards Bancorp, Inc.",0.18%
202,Federal Agricultural Mortgage Corporation Class C,0.17%
203,"Schneider National, Inc. Class B",0.17%
204,BancFirst Corporation,0.17%
205,"Innoviva, Inc.",0.17%
206,"RE/MAX Holdings, Inc.",0.17%
207,"Shyft Group, Inc.",0.17%
208,Great Lakes Dredge & Dock Corporation,0.17%
209,IMAX Corporation,0.16%
210,Universal Electronics Inc.,0.16%
211,"1-800-FLOWERS.COM, Inc. Class A",0.16%
212,"Herman Miller, Inc.",0.16%
213,Primoris Services Corporation,0.16%
214,"TPI Composites, Inc.",0.16%
215,"DHT Holdings, Inc.",0.16%
216,City Holding Company,0.15%
217,Brookdale Senior Living Inc.,0.15%
218,"HomeStreet, Inc.",0.15%
219,Tenneco Inc. Class A,0.15%
220,"Photronics, Inc.",0.15%
221,"Arch Resources, Inc. Class A",0.15%
222,"H&E Equipment Services, Inc.",0.15%
223,EchoStar Corporation Class A,0.15%
224,"Buckle, Inc.",0.15%
225,"Hibbett Sports, Inc.",0.15%
226,Tredegar Corporation,0.14%
227,"PetMed Express, Inc.",0.14%
228,HNI Corporation,0.14%
229,MYR Group Inc.,0.14%
230,"First Foundation, Inc.",0.14%
231,Preferred Bank,0.14%
232,Wabash National Corporation,0.14%
233,Sensient Technologies Corporation,0.14%
234,"Marcus & Millichap, Inc.",0.13%
235,"BJ's Restaurants, Inc.",0.13%
236,WSFS Financial Corporation,0.13%
237,"Spirit AeroSystems Holdings, Inc. Class A",0.13%
238,"Medifast, Inc.",0.13%
239,"Schnitzer Steel Industries, Inc. Class A",0.13%
240,Bancorp Inc,0.13%
241,Ferro Corporation,0.13%
242,"Sportsman's Warehouse Holdings, Inc.",0.13%
243,TrustCo Bank Corp NY,0.13%
244,"Boston Private Financial Holdings, Inc.",0.12%
245,NOW Inc.,0.12%
246,Quanex Building Products Corporation,0.12%
247,Marathon Oil Corporation,0.12%
248,"Hawkins, Inc.",0.12%
249,Fluor Corporation,0.12%
250,Tronox Holdings Plc,0.12%
251,"Oceaneering International, Inc.",0.12%
252,Cadence Bancorporation Class A,0.12%
253,"NexTier Oilfield Solutions, Inc.",0.12%
254,"Apogee Enterprises, Inc.",0.12%
255,Verso Corp Class A,0.11%
256,"Great Southern Bancorp, Inc.",0.11%
257,"Washington Trust Bancorp, Inc.",0.11%
258,"Beazer Homes USA, Inc.",0.11%
259,"Kimball International, Inc. Class B",0.11%
260,EnLink Midstream LLC,0.11%
261,"Helix Energy Solutions Group, Inc.",0.11%
262,"Lakeland Bancorp, Inc.",0.11%
263,United States Cellular Corp,0.11%
264,Central Pacific Financial Corp.,0.11%
265,Par Pacific Holdings Inc,0.11%
266,DMC Global Inc.,0.10%
267,CIT Group Inc.,0.10%
268,"QCR Holdings, Inc.",0.10%
269,"AdvanSix, Inc.",0.10%
270,"B. Riley Financial, Inc.",0.10%
271,"Cars.com, Inc.",0.10%
272,"Ennis, Inc.",0.09%
273,James River Group Holdings Ltd,0.09%
274,"Guess?, Inc.",0.09%
275,"G-III Apparel Group, Ltd.",0.09%
276,Antero Resources Corporation,0.09%
277,Ethan Allen Interiors Inc.,0.09%
278,"SMART Global Holdings, Inc.",0.09%
279,Modine Manufacturing Company,0.09%
280,ProPetro Holding Corp.,0.09%
281,Bonanza Creek Energy Inc,0.09%
282,Marcus Corporation,0.09%
283,Mercer International Inc.,0.08%
284,"Lannett Company, Inc.",0.08%
285,"SunCoke Energy, Inc.",0.08%
286,"Diamond Hill Investment Group, Inc.",0.08%
287,"RMR Group, Inc. Class A",0.08%
288,"Republic Bancorp, Inc. Class A",0.08%
289,"CVR Energy, Inc.",0.08%
290,Arrow Financial Corporation,0.08%
291,"Collectors Universe, Inc.",0.08%
292,Mercantile Bank Corporation,0.08%
293,SM Energy Company,0.08%
294,"Cactus, Inc. Class A",0.08%
295,"Customers Bancorp, Inc.",0.08%
296,"Midland States Bancorp, Inc.",0.08%
297,"Waterstone Financial, Inc.",0.08%
298,Textainer Group Holdings Limited,0.08%
299,Altabancorp,0.08%
300,"Ambac Financial Group, Inc.",0.08%
301,Northwest Pipe Company,0.08%
302,Independent Bank Corporation,0.08%
303,"Lydall, Inc.",0.08%
304,"TriState Capital Holdings, Inc.",0.08%
305,Playa Hotels & Resorts N.V.,0.08%
306,"First Mid Bancshares, Inc.",0.08%
307,"Miller Industries, Inc.",0.08%
308,iRobot Corporation,0.07%
309,First of Long Island Corporation,0.07%
310,"Banco Latinoamericano de Comercio Exterior, S.A. Class E",0.07%
311,"Fossil Group, Inc.",0.07%
312,Berry Corporation,0.07%
313,"American Public Education, Inc.",0.07%
314,"Bridge Bancorp, Inc.",0.07%
315,Tutor Perini Corporation,0.07%
316,"Chuy's Holdings, Inc.",0.07%
317,"Meta Financial Group, Inc.",0.07%
318,"Byline Bancorp, Inc.",0.07%
319,Hanmi Financial Corporation,0.07%
320,Farmers National Banc Corp.,0.07%
321,Dorian LPG Ltd.,0.07%
322,Watford Holdings Ltd.,0.07%
323,Merchants Bancorp,0.07%
324,Orion Engineered Carbons SA,0.07%
325,"Children's Place, Inc.",0.07%
326,"Core-Mark Holding Company, Inc.",0.07%
327,Amerant Bancorp Inc. Class A,0.07%
328,Peapack-Gladstone Financial Corporation,0.07%
329,Liberty Oilfield Services Inc. Class A,0.07%
330,"Sonic Automotive, Inc. Class A",0.07%
331,Hingham Institution for Savings,0.07%
332,Genesco Inc.,0.06%
333,Hudson Ltd. Class A,0.06%
334,"Select Energy Services, Inc. Class A",0.06%
335,Costamare Inc.,0.06%
336,"CAI International, Inc.",0.06%
337,Teekay Tankers Ltd. Class A,0.06%
338,Seneca Foods Corporation Class A,0.06%
339,"Caleres, Inc.",0.06%
340,"Village Super Market, Inc. Class A",0.06%
341,"Heidrick & Struggles International, Inc.",0.06%
342,1st Source Corporation,0.06%
343,Systemax Inc.,0.06%
344,MUTUAL FUND (OTHER),0.06%
345,"West Bancorporation, Inc.",0.06%
346,"Financial Institutions, Inc.",0.06%
347,"Dillard's, Inc. Class A",0.06%
348,"Talos Energy, Inc.",0.06%
349,"MidWestOne Financial Group, Inc.",0.06%
350,"Old Second Bancorp, Inc.",0.06%
351,Sierra Bancorp,0.06%
352,"Solaris Oilfield Infrastructure, Inc. Class A",0.06%
353,Entercom Communications Corp. Class A,0.06%
354,Rayonier Advanced Materials Inc,0.06%
355,"Golden Entertainment, Inc.",0.06%
356,CNB Financial Corporation,0.06%
357,Enterprise Financial Services Corp,0.05%
358,TriCo Bancshares,0.05%
359,Penn Virginia Corporation,0.05%
360,"Shoe Carnival, Inc.",0.05%
361,"Kronos Worldwide, Inc.",0.05%
362,"Powell Industries, Inc.",0.05%
363,Veritiv Corp,0.05%
364,Turtle Beach Corporation,0.05%
365,MVB Financial Corp.,0.05%
366,"Bridgewater Bancshares, Inc.",0.05%
367,"Haverty Furniture Companies, Inc.",0.05%
368,Third Point Reinsurance Ltd.,0.05%
369,Cooper-Standard Holdings Inc.,0.05%
370,"InfuSystem Holdings, Inc.",0.05%
371,Macatawa Bank Corporation,0.05%
372,"HCI Group, Inc.",0.05%
373,Janus Henderson Group PLC,0.05%
374,Oppenheimer Holdings Inc. Class A,0.05%
375,Eros International PLC Class A,0.05%
376,RBB Bancorp,0.05%
377,"Citi Trends, Inc.",0.04%
378,"REV Group, Inc.",0.04%
379,"Newpark Resources, Inc.",0.04%
380,"U.S. Silica Holdings, Inc.",0.04%
381,Kosmos Energy Ltd.,0.04%
382,Regional Management Corp.,0.04%
383,Stifel Financial Corp.,0.04%
384,Amalgamated Bank,0.04%
385,Cato Corporation Class A,0.04%
386,Alerus Financial Corporation,0.04%
387,Northeast Bank,0.04%
388,"Southern First Bancshares, Inc.",0.04%
389,Exterran Corp.,0.04%
390,LSI Industries Inc.,0.04%
391,"FS Bancorp, Inc.",0.04%
392,"Southern National Bancorp of Virginia, Inc.",0.04%
393,"Meridian Bioscience, Inc.",0.04%
394,"Red Robin Gourmet Burgers, Inc.",0.04%
395,"Natural Grocers by Vitamin Cottage, Inc.",0.04%
396,"Conn's, Inc.",0.04%
397,"RPC, Inc.",0.04%
398,LifeVantage Corporation,0.04%
399,"Southern Missouri Bancorp, Inc.",0.04%
400,"Summit Financial Group, Inc.",0.04%
401,"Commercial Vehicle Group, Inc.",0.04%
402,"US Xpress Enterprises, Inc. Class A",0.04%
403,"Home Bancorp, Inc.",0.04%
404,Territorial Bancorp Inc.,0.04%
405,Peabody Energy Corporation,0.03%
406,ACNB Corporation,0.03%
407,"Northrim BanCorp, Inc.",0.03%
408,CONSOL Energy Inc,0.03%
409,"RCI Hospitality Holdings, Inc.",0.03%
410,Fonar Corporation,0.03%
411,"Comstock Resources, Inc.",0.03%
412,"Universal Technical Institute, Inc.",0.03%
413,"SmartFinancial, Inc.",0.03%
414,Metropolitan Bank Holding Corp.,0.03%
415,"Orrstown Financial Services, Inc.",0.03%
416,"Quad/Graphics, Inc. Class A",0.03%
417,"Provident Financial Services, Inc.",0.03%
418,First Choice Bancorp,0.03%
419,Central Valley Community Bancorp,0.03%
420,"Premier Financial Bancorp, Inc.",0.03%
421,Mallinckrodt Plc,0.03%
422,Park-Ohio Holdings Corp.,0.03%
423,Carrols Restaurant Group Inc,0.03%
424,AAR CORP.,0.03%
425,Bank of Commerce Holdings,0.03%
426,Luther Burbank Corporation,0.03%
427,First Internet Bancorp,0.03%
428,"Rush Enterprises, Inc. Class A",0.03%
429,PCB Bancorp,0.03%
430,"Parke Bancorp, Inc.",0.03%
431,"Insteel Industries, Inc.",0.03%
432,"BCB Bancorp, Inc.",0.03%
433,"Culp, Inc.",0.03%
434,"Codorus Valley Bancorp, Inc.",0.03%
435,Hamilton Beach Brands Holding Co. Class A,0.03%
436,"National Western Life Group, Inc. Class A",0.03%
437,"Tilly's, Inc. Class A",0.03%
438,"First Business Financial Services, Inc.",0.03%
439,Community Bankers Trust Corporation,0.03%
440,"Overseas Shipholding Group, Inc. Class A",0.02%
441,Oportun Financial Corp.,0.02%
442,Goodrich Petroleum Corporation,0.02%
443,VOXX International Corporation Class A,0.02%
444,"Hawthorn Bancshares, Inc.",0.02%
445,Crawford & Company Class A,0.02%
446,"Unity Bancorp, Inc.",0.02%
447,Mesa Air Group Inc,0.02%
448,Eagle Bulk Shipping Inc,0.02%
449,United Security Bancshares,0.02%
450,"Scorpio Bulkers, Inc.",0.02%
451,"County Bancorp, Inc.",0.02%
452,Franklin Financial Services Corporation,0.02%
