,Name,Allocation
0,Apple Inc.,7.41%
1,Microsoft Corporation,2.38%
2,Exxon Mobil Corporation,1.81%
3,AT&T Inc.,1.50%
4,Verizon Communications Inc.,1.49%
5,Walmart Inc.,1.41%
6,Berkshire Hathaway Inc. Class B,1.33%
7,Johnson & Johnson,1.32%
8,JPMorgan Chase & Co.,1.25%
9,Chevron Corporation,1.24%
10,Pfizer Inc.,1.14%
11,Procter & Gamble Company,1.10%
12,UnitedHealth Group Incorporated,1.04%
13,Intel Corporation,0.98%
14,"Home Depot, Inc.",0.92%
15,International Business Machines Corporation,0.88%
16,Comcast Corporation Class A,0.84%
17,CVS Health Corporation,0.82%
18,Walt Disney Company,0.80%
19,Citigroup Inc.,0.79%
20,"Cisco Systems, Inc.",0.78%
21,Wells Fargo & Company,0.76%
22,"Merck & Co., Inc.",0.76%
23,Bank of America Corp,0.73%
24,QUALCOMM Incorporated,0.72%
25,"Amazon.com, Inc.",0.66%
26,General Electric Company,0.64%
27,Alphabet Inc. Class C,0.63%
28,Alphabet Inc. Class A,0.62%
29,"AbbVie, Inc.",0.60%
30,"PepsiCo, Inc.",0.60%
31,"Gilead Sciences, Inc.",0.59%
32,Costco Wholesale Corporation,0.57%
33,Target Corporation,0.56%
34,Oracle Corporation,0.56%
35,General Motors Company,0.56%
36,Union Pacific Corporation,0.56%
37,"Lowe's Companies, Inc.",0.55%
38,Philip Morris International Inc.,0.55%
39,"Facebook, Inc. Class A",0.54%
40,McDonald's Corporation,0.53%
41,Amgen Inc.,0.51%
42,Coca-Cola Company,0.49%
43,FedEx Corporation,0.48%
44,Ford Motor Company,0.48%
45,3M Company,0.46%
46,"Anthem, Inc.",0.46%
47,"Goldman Sachs Group, Inc.",0.45%
48,Altria Group Inc,0.44%
49,Kroger Co.,0.43%
50,Raytheon Technologies Corporation,0.42%
51,Walgreens Boots Alliance Inc,0.41%
52,Archer-Daniels-Midland Company,0.41%
53,Medtronic Plc,0.40%
54,Texas Instruments Incorporated,0.39%
55,Valero Energy Corporation,0.38%
56,"American International Group, Inc.",0.38%
57,Visa Inc. Class A,0.37%
58,Caterpillar Inc.,0.36%
59,"United Parcel Service, Inc. Class B",0.36%
60,Boeing Company,0.36%
61,Honeywell International Inc.,0.36%
62,Phillips 66,0.36%
63,"Mondelez International, Inc. Class A",0.35%
64,Bristol-Myers Squibb Company,0.35%
65,"NIKE, Inc. Class B",0.35%
66,Humana Inc.,0.33%
67,McKesson Corporation,0.33%
68,Accenture Plc Class A,0.32%
69,"Travelers Companies, Inc.",0.32%
70,ConocoPhillips,0.31%
71,American Express Company,0.31%
72,Abbott Laboratories,0.31%
73,"NextEra Energy, Inc.",0.30%
74,Duke Energy Corporation,0.30%
75,Linde plc,0.30%
76,Deere & Company,0.29%
77,Capital One Financial Corporation,0.29%
78,"DuPont de Nemours, Inc.",0.29%
79,Marathon Petroleum Corporation,0.28%
80,Morgan Stanley,0.27%
81,Mastercard Incorporated Class A,0.27%
82,Schlumberger NV,0.26%
83,Illinois Tool Works Inc.,0.26%
84,Corning Inc,0.26%
85,Lockheed Martin Corporation,0.26%
86,U.S. Bancorp,0.25%
87,Eaton Corp. Plc,0.25%
88,"Charter Communications, Inc. Class A",0.25%
89,LyondellBasell Industries NV,0.25%
90,TJX Companies Inc,0.24%
91,"Best Buy Co., Inc.",0.24%
92,Exelon Corporation,0.24%
93,Eli Lilly and Company,0.24%
94,Emerson Electric Co.,0.24%
95,NVIDIA Corporation,0.23%
96,Thermo Fisher Scientific Inc.,0.23%
97,Starbucks Corporation,0.23%
98,eBay Inc.,0.22%
