,Name,Allocation
0,NVIDIA Corporation,5.34%
1,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",5.24%
2,"Amazon.com, Inc.",4.78%
3,PayPal Holdings Inc,4.72%
4,"salesforce.com, inc.",4.25%
5,Nestle S.A.,4.15%
6,Microsoft Corporation,4.15%
7,Mastercard Incorporated Class A,4.12%
8,Visa Inc. Class A,3.92%
9,EQUITY OTHER,3.87%
10,Oracle Corporation,3.44%
11,"Cisco Systems, Inc.",3.27%
12,Intel Corporation,3.23%
13,Accenture Plc Class A,2.86%
14,"Advanced Micro Devices, Inc.",2.82%
15,"Intercontinental Exchange, Inc.",2.79%
16,"VMware, Inc. Class A",2.72%
17,International Business Machines Corporation,2.68%
18,FedEx Corporation,2.67%
19,Hong Kong Exchanges & Clearing Ltd.,2.31%
20,Intuit Inc.,2.28%
21,"Square, Inc. Class A",2.22%
22,Infosys Limited Sponsored ADR,2.22%
23,BNP Paribas SA Class A,2.13%
24,AXA SA,2.10%
25,"Xilinx, Inc.",2.07%
26,CME Group Inc. Class A,1.92%
27,"Micron Technology, Inc.",1.72%
28,ENGIE SA,1.29%
29,"Hon Hai Precision Industry Co., Ltd.",0.95%
30,Capgemini SE,0.92%
31,IHS Markit Ltd.,0.89%
32,"SK Telecom Co., Ltd.",0.74%
33,JPMorgan Trust II US Government Money Market Fund Institutional,0.71%
34,GMO Internet Inc.,0.67%
35,"Rakuten, Inc.",0.64%
36,Kakao Corp.,0.56%
37,"SBI Holdings, Inc.",0.53%
38,"SAMSUNG SDS CO., LTD.",0.52%
39,"Monex Group, Inc.",0.51%
40,"H.I.S.Co., Ltd.",0.38%
41,Bunge Limited,0.29%
42,Signature Bank,0.25%
43,TMX Group Ltd.,0.19%
44,U.S. Dollar,-0.00%
