Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201112|A|91714|30|270668|Q,N
20201112|AA|721708|300|1726627|B,Q,N
20201112|AAA|121|0|221|Q
20201112|AAAU|84826|0|121623|B,Q,N
20201112|AACG|108973|9|196176|B,Q,N
20201112|AACQ|1001|0|3047|B,Q,N
20201112|AACQU|1157|0|2411|Q
20201112|AACQW|12254|0|21530|Q,N
20201112|AADR|408|0|3182|Q,N
20201112|AAIC|85541|2000|170719|Q,N
20201112|AAICpB|100|0|101|Q
20201112|AAL|16335044|476568|38487628|B,Q,N
20201112|AAMC|796|0|930|Q,N
20201112|AAME|20|0|20|Q
20201112|AAN|37647|0|65363|B,Q,N
20201112|AAOI|119297|2340|217547|Q,N
20201112|AAON|24296|0|36578|B,Q,N
20201112|AAP|273459|400|384442|Q,N
20201112|AAPL|29894498|111648|48631704|B,Q,N
20201112|AAT|15226|0|63509|Q,N
20201112|AAU|145380|0|228946|B,Q,N
20201112|AAWW|123507|24170|240375|B,Q,N
20201112|AAXJ|739230|0|842047|Q,N
20201112|AAXN|41392|0|115810|B,Q,N
20201112|AB|99820|500|160362|Q,N
20201112|ABB|286550|226|440601|B,Q,N
20201112|ABBV|965827|5438|2034650|B,Q,N
20201112|ABC|103550|0|194177|B,Q,N
20201112|ABCB|66133|0|120692|B,Q,N
20201112|ABCM|172590|0|183124|Q,N
20201112|ABEO|599319|22742|1037715|B,Q,N
20201112|ABEQ|1165|0|1165|Q,N
20201112|ABEV|2665017|1398|4799318|B,Q,N
20201112|ABG|24344|373|41706|Q,N
20201112|ABIO|97240|3365|140122|B,Q,N
20201112|ABM|20632|0|62706|B,Q,N
20201112|ABMD|46696|0|56252|B,Q,N
20201112|ABR|535301|2211|1495527|B,Q,N
20201112|ABRpA|3610|0|5935|Q,N
20201112|ABRpB|80|0|664|Q
20201112|ABRpC|785|0|4584|Q
20201112|ABST|3252|0|10204|Q,N
20201112|ABT|458266|1213|860739|B,Q,N
20201112|ABTX|3230|0|6060|Q
20201112|ABUS|349025|14808|1029853|B,Q,N
20201112|AC|217|0|454|Q
20201112|ACA|18725|0|58667|Q,N
20201112|ACACU|2101|0|3389|Q,N
20201112|ACAD|62878|0|200786|B,Q,N
20201112|ACAM|3083|0|6229|Q,N
20201112|ACAMW|2750|0|8460|Q
20201112|ACB|18889873|888210|36407730|B,Q,N
20201112|ACBI|5200|0|9959|Q,N
20201112|ACC|68761|0|92345|B,Q,N
20201112|ACCD|14862|0|29219|Q,N
20201112|ACCO|140002|100|256938|B,Q,N
20201112|ACEL|34389|0|42677|Q,N
20201112|ACER|981|100|19389|Q,N
20201112|ACES|156008|0|186090|Q,N
20201112|ACET|1916|0|6979|Q,N
20201112|ACEVW|100|100|100|Q
20201112|ACGL|100093|151|337460|Q,N
20201112|ACGLO|1115|0|5587|Q,N
20201112|ACGLP|1886|0|6795|Q,N
20201112|ACH|6927|1000|22006|B,Q,N
20201112|ACHC|32499|1|113432|Q,N
20201112|ACHV|59769|100|112837|B,Q,N
20201112|ACI|346624|2948|693349|B,Q,N
20201112|ACIA|137448|0|163036|B,Q,N
20201112|ACIO|4309|0|9980|Q,N
