Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201215|A|74995|0|379446|B,Q,N
20201215|AA|497883|28|1535812|B,Q,N
20201215|AAA|161|0|343|Q,N
20201215|AAAU|37211|0|166743|Q,N
20201215|AACG|20|0|4151|Q,N
20201215|AACQ|64741|0|338906|B,Q,N
20201215|AACQU|235|0|59915|B,Q,N
20201215|AACQW|87298|1481|231351|Q,N
20201215|AADR|746|0|5564|Q
20201215|AAIC|17324|425|48333|Q,N
20201215|AAICpB|147|0|160|Q
20201215|AAICpC|525|0|3956|Q,N
20201215|AAL|20166570|64663|54122959|B,Q,N
20201215|AAMC|2|0|258|Q
20201215|AAME|1329|0|1434|Q,N
20201215|AAN|83750|0|378848|B,Q,N
20201215|AAOI|180576|1883|357228|B,Q,N
20201215|AAON|7687|0|23454|B,Q,N
20201215|AAP|131279|0|280843|B,Q,N
20201215|AAPL|35931750|118004|66761839|B,Q,N
20201215|AAT|22406|0|72355|B,Q,N
20201215|AAU|166650|0|248560|Q,N
20201215|AAWW|94549|0|250242|B,Q,N
20201215|AAXJ|72375|0|122587|Q,N
20201215|AAXN|72749|0|165413|B,Q,N
20201215|AB|73291|200|145452|Q,N
20201215|ABB|186905|1508|311836|B,Q,N
20201215|ABBV|1631371|10461|3995433|B,Q,N
20201215|ABC|87703|0|191794|B,Q,N
20201215|ABCB|55791|0|118379|Q,N
20201215|ABCL|740465|18739|1889475|B,Q,N
20201215|ABCM|96174|0|100841|Q,N
20201215|ABEO|664596|10911|1293775|B,Q,N
20201215|ABEQ|997|0|1215|Q,N
20201215|ABEV|2439206|9323|4506623|B,Q,N
20201215|ABG|7260|0|18282|Q,N
20201215|ABIO|101132|0|238833|B,Q,N
20201215|ABM|48114|0|100295|B,Q,N
20201215|ABMD|37789|0|67635|B,Q,N
20201215|ABNB|2447378|151280|4812476|B,Q,N
20201215|ABR|177403|4331|479887|B,Q,N
20201215|ABRpA|1930|0|4131|Q,N
20201215|ABRpB|269|0|269|Q
20201215|ABRpC|4912|0|5012|Q,N
20201215|ABST|99175|0|368865|Q,N
20201215|ABT|429020|527|1384762|B,Q,N
20201215|ABTX|3948|0|13450|B,Q,N
20201215|ABUS|7639251|82831|14211921|B,Q,N
20201215|AC|563|0|1712|Q,N
20201215|ACA|17302|0|57458|B,Q,N
20201215|ACACU|2176|0|7159|Q
20201215|ACACW|5000|100|5800|Q
20201215|ACAD|45490|2|198105|B,Q,N
20201215|ACAM|375610|0|983150|B,Q,N
20201215|ACAMW|40680|0|58093|Q,N
20201215|ACB|3843642|41340|10320638|B,Q,N
20201215|ACBI|3932|0|6794|Q,N
20201215|ACC|113382|0|173119|B,Q,N
20201215|ACCD|198047|3121|278441|B,Q,N
20201215|ACCO|35871|400|166519|Q,N
20201215|ACEL|535443|480772|689420|Q,N
20201215|ACER|24289|0|57141|B,Q,N
20201215|ACES|124845|0|146406|B,Q,N
20201215|ACET|5713|0|13267|B,Q,N
20201215|ACEV|6305|0|8672|B,Q,N
20201215|ACEVU|76|0|76|Q
20201215|ACEVW|2961|0|8059|Q,N
20201215|ACGL|205473|0|668315|Q,N
20201215|ACGLO|2493|0|9785|Q,N
20201215|ACGLP|4571|34|21378|Q,N
20201215|ACH|890|0|13878|B,Q,N
20201215|ACHC|47444|410|288343|Q,N
20201215|ACHV|24350|0|60976|B,Q,N
20201215|ACI|230708|1411|585886|B,Q,N
20201215|ACIA|50898|0|208263|Q,N
20201215|ACIC/U|3032|0|97109|Q,N
20201215|ACIO|26353|0|28792|Q,N
20201215|ACIU|31060|633|72195|Q,N
20201215|ACIW|101346|0|358993|B,Q,N
20201215|ACLS|25471|0|57784|B,Q,N
20201215|ACM|71512|202|405857|Q,N
20201215|ACMR|52707|17267|70602|B,Q,N
20201215|ACN|189571|0|544645|B,Q,N
20201215|ACNB|1689|0|5807|Q,N
20201215|ACND|11576|0|52008|Q,N
20201215|ACND/WS|825|0|26425|Q,N
20201215|ACOR|207857|200|485174|Q,N
20201215|ACP|14282|400|46775|Q,N
20201215|ACRE|29547|0|126886|B,Q,N
20201215|ACRS|232524|0|411217|B,Q,N
20201215|ACRX|370584|2194|780358|B,Q,N
20201215|ACST|1773213|49741|3139512|B,Q,N
20201215|ACTC|8449|300|68346|B,Q,N
20201215|ACTCU|5193|0|13598|Q,N
20201215|ACTCW|37828|0|192538|Q,N
20201215|ACTG|28790|200|109029|B,Q,N
20201215|ACTV|1488|0|2290|Q
20201215|ACU|1821|0|8353|B,Q,N
20201215|ACV|11197|0|27160|B,Q,N
20201215|ACVF|458|0|571|Q,N
20201215|ACWI|218443|0|431758|Q,N
20201215|ACWV|45714|0|154770|Q,N
20201215|ACWX|154286|0|336631|Q,N
20201215|ACY|119721|755|175601|B,Q,N
20201215|ADAP|128803|3666|593941|Q,N
20201215|ADBE|193962|1894|579388|B,Q,N
20201215|ADC|57281|0|113949|Q,N
