Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201207|A|130985|705|600425|Q,N
20201207|AA|594503|9855|1668324|B,Q,N
20201207|AAA|240|0|441|Q,N
20201207|AAAU|74561|0|121214|B,Q,N
20201207|AACG|7777|0|12297|Q,N
20201207|AACQ|233306|0|1302331|B,Q,N
20201207|AACQU|6533|0|8044|Q,N
20201207|AACQW|58295|0|113160|Q,N
20201207|AADR|468|0|4559|Q
20201207|AAIC|84286|802|154818|B,Q,N
20201207|AAICpB|356|0|367|Q
20201207|AAICpC|1428|0|2728|Q,N
20201207|AAL|37751701|76353|93483029|B,Q,N
20201207|AAMC|29|0|366|Q,N
20201207|AAME|242|0|253|Q
20201207|AAN|160706|0|745278|B,Q,N
20201207|AAOI|76800|0|182274|Q,N
20201207|AAON|16666|0|35386|Q,N
20201207|AAP|119781|61|215162|B,Q,N
20201207|AAPL|16302592|39526|36034787|B,Q,N
20201207|AAT|13487|189|33561|Q,N
20201207|AAU|550116|0|1000681|B,Q,N
20201207|AAWW|111988|0|177377|Q,N
20201207|AAXJ|111791|0|533302|B,Q,N
20201207|AAXN|32411|0|120484|B,Q,N
20201207|AB|89583|0|144615|B,Q,N
20201207|ABB|99879|0|204940|B,Q,N
20201207|ABBV|803478|44938|1883704|B,Q,N
20201207|ABC|151306|598|364158|B,Q,N
20201207|ABCB|23937|400|66336|Q,N
20201207|ABCM|7761|0|13653|Q,N
20201207|ABEO|457376|3144|974401|B,Q,N
20201207|ABEQ|1144|0|1195|Q
20201207|ABEV|5226605|4936|9883453|B,Q,N
20201207|ABG|54249|0|91615|B,Q,N
20201207|ABIO|37664|308|84569|Q,N
20201207|ABM|20454|52|64752|Q,N
20201207|ABMD|19800|0|53751|B,Q,N
20201207|ABR|207867|4326|484218|Q,N
20201207|ABRpA|941|0|2334|Q,N
20201207|ABRpC|3101|0|6304|Q,N
20201207|ABST|11454|0|28778|Q,N
20201207|ABT|402393|1506|1534370|B,Q,N
20201207|ABTX|1181|0|5937|Q,N
20201207|ABUS|232393|839|661724|B,Q,N
20201207|AC|591|0|1259|Q,N
20201207|ACA|19871|200|75778|B,Q,N
20201207|ACACU|147|0|6327|Q
20201207|ACAD|67448|395|275831|Q,N
20201207|ACAM|146623|100|527294|B,Q,N
20201207|ACAMW|23748|0|40932|Q,N
20201207|ACB|10904166|194025|21834614|B,Q,N
20201207|ACBI|4635|0|9580|Q,N
20201207|ACC|86131|0|458747|Q,N
20201207|ACCD|61428|19|102819|B,Q,N
20201207|ACCO|39520|0|257331|B,Q,N
20201207|ACEL|68009|31187|140161|Q,N
20201207|ACER|4584|0|27261|Q,N
20201207|ACES|26360|0|59194|B,Q,N
20201207|ACET|4893|0|14485|Q,N
20201207|ACEV|1343|0|3236|Q
20201207|ACEVU|500|0|550|Q
20201207|ACEVW|3268|0|10468|Q,N
20201207|ACGL|178097|0|638528|B,Q,N
20201207|ACGLO|1360|0|2493|Q,N
20201207|ACGLP|3042|0|9017|Q,N
20201207|ACH|1148|0|19738|Q,N
20201207|ACHC|21082|0|87222|Q,N
20201207|ACHV|154759|4305|266933|B,Q,N
20201207|ACI|653254|3294|1512321|Q,N
20201207|ACIA|41630|0|223785|Q,N
20201207|ACIC/U|480|0|102080|Q
20201207|ACIO|47866|0|53292|Q,N
20201207|ACIU|87872|500|148780|Q,N
20201207|ACIW|51383|100|178673|Q,N
20201207|ACLS|32285|1127|85669|B,Q,N
20201207|ACM|61415|0|288310|Q,N
20201207|ACMR|33215|0|90092|B,Q,N
20201207|ACN|182903|1745|364645|B,Q,N
20201207|ACNB|2214|0|7696|Q,N
20201207|ACND|1098|0|3678|Q,N
20201207|ACND/U|2000|0|2700|N
20201207|ACND/WS|1075|0|16925|Q,N
20201207|ACOR|1000334|9587|1721877|Q,N
20201207|ACP|17236|0|49106|Q,N
20201207|ACRE|35290|200|124184|Q,N
20201207|ACRS|80010|0|191747|B,Q,N
20201207|ACRX|240104|1000|476962|B,Q,N
20201207|ACSG|111|0|113|Q
20201207|ACSI|47|0|47|Q
20201207|ACST|3554240|126030|8903574|B,Q,N
20201207|ACTC|229495|0|426172|B,Q,N
20201207|ACTCU|6279|0|33106|Q,N
20201207|ACTCW|41308|300|70337|Q,N
20201207|ACTG|5877|0|29228|Q,N
20201207|ACTV|1617|0|3155|Q,N
20201207|ACU|2987|0|20431|B,Q,N
20201207|ACV|12084|0|25031|Q,N
20201207|ACVF|768|0|2990|Q,N
20201207|ACWF|792|0|2114|Q,N
20201207|ACWI|152720|11022|267863|B,Q,N
20201207|ACWV|18979|0|178283|Q,N
20201207|ACWX|199590|0|393893|Q,N
20201207|ACY|2809|0|2913|Q,N
20201207|ADAP|154189|5848|785728|B,Q,N
20201207|ADBE|355441|137|855063|B,Q,N
20201207|ADC|38238|668|172498|Q,N
20201207|ADCT|209300|0|231561|B,Q,N
20201207|ADES|13835|20|32334|Q,N
20201207|ADFI|1289|0|1289|Q,N
20201207|ADI|212560|0|409468|B,Q,N
20201207|ADIL|31366|40|147609|Q,N
20201207|ADILW|400|0|1299|Q
20201207|ADM|141615|0|388286|B,Q,N
20201207|ADMA|644643|10610|1455151|B,Q,N
20201207|ADME|4527|0|7185|Q,N
20201207|ADMP|730302|11550|1304754|Q,N
20201207|ADMS|38374|0|81717|B,Q,N
20201207|ADNT|29508|250|238215|Q,N
20201207|ADP|167885|993|350334|B,Q,N
20201207|ADPT|163304|645|486499|B,Q,N
20201207|ADRE|20624|0|21493|Q,N
20201207|ADS|117120|0|301697|B,Q,N
20201207|ADSK|175229|0|497411|B,Q,N
20201207|ADT|507320|13541|1714635|B,Q,N
20201207|ADTN|43804|800|108747|Q,N
20201207|ADTX|46416|0|153992|B,Q,N
20201207|ADUS|5116|200|12847|Q,N
