Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201210|A|247331|60|367594|B,Q,N
20201210|AA|553043|6024|1637938|B,Q,N
20201210|AAAU|31744|0|63498|Q,N
20201210|AACG|109|0|1436|Q,N
20201210|AACQ|152414|0|743453|B,Q,N
20201210|AACQU|19792|0|71519|Q,N
20201210|AACQW|39164|0|118617|Q,N
20201210|AADR|968|0|3583|Q
20201210|AAIC|28117|63|65814|B,Q,N
20201210|AAICpB|803|0|986|Q
20201210|AAICpC|1042|0|1113|Q,N
20201210|AAL|16468510|32925|46997887|B,Q,N
20201210|AAMC|203|0|219|Q,N
20201210|AAME|1397|0|2982|Q,N
20201210|AAN|123315|0|353082|B,Q,N
20201210|AAOI|95739|0|161359|B,Q,N
20201210|AAON|13363|0|40469|Q,N
20201210|AAP|104220|0|250487|B,Q,N
20201210|AAPL|20173235|157320|35336527|B,Q,N
20201210|AAT|12480|0|46787|Q,N
20201210|AAU|173218|53500|356042|B,Q,N
20201210|AAWW|53651|150|140447|B,Q,N
20201210|AAXJ|613423|44|653368|Q,N
20201210|AAXN|65996|35|297770|B,Q,N
20201210|AB|151135|9724|363326|B,Q,N
20201210|ABB|518058|1182|818098|B,Q,N
20201210|ABBV|837734|3315|1975690|B,Q,N
20201210|ABC|66406|0|145785|B,Q,N
20201210|ABCB|95473|317|138864|Q,N
20201210|ABCM|6587|0|10999|Q,N
20201210|ABEO|324973|1898|921444|B,Q,N
20201210|ABEQ|338|0|383|Q,N
20201210|ABEV|2510835|2405|13052329|B,Q,N
20201210|ABG|24120|0|35313|Q,N
20201210|ABIO|96648|3000|222781|B,Q,N
20201210|ABM|34373|0|54335|Q,N
20201210|ABMD|21697|159|40738|Q,N
20201210|ABNB|12970725|102206|23275018|B,Q,N
20201210|ABR|141705|9072|303925|B,Q,N
20201210|ABRpA|535|0|11824|Q,N
20201210|ABRpB|355|0|455|Q
20201210|ABRpC|162|0|669|Q
20201210|ABST|20111|0|68852|Q,N
20201210|ABT|217595|5304|1187283|B,Q,N
20201210|ABTX|3389|0|6378|Q,N
20201210|ABUS|387577|32252|1653992|B,Q,N
20201210|AC|325|0|1873|Q,N
20201210|ACA|9640|0|33098|Q,N
20201210|ACACU|10770|0|80398|Q,N
20201210|ACAD|64036|0|171497|B,Q,N
20201210|ACAM|48849|0|109903|Q,N
20201210|ACAMU|1021|0|2253|Q,N
20201210|ACAMW|6818|81|40093|Q,N
20201210|ACB|2701564|10023|9460289|B,Q,N
20201210|ACBI|4058|2239|17256|B,Q,N
20201210|ACC|141615|3500|245761|Q,N
20201210|ACCD|95573|0|119635|B,Q,N
20201210|ACCO|34021|0|170032|B,Q,N
20201210|ACEL|70871|5200|157452|Q,N
20201210|ACER|8463|100|31793|B,Q,N
20201210|ACES|21296|0|34394|B,Q,N
20201210|ACET|4670|0|16024|B,Q,N
20201210|ACEV|10870|0|22676|B,Q,N
20201210|ACEVW|4709|0|6021|Q,N
20201210|ACGL|164222|18|670447|B,Q,N
20201210|ACGLO|3678|0|6827|Q,N
20201210|ACGLP|3122|0|7636|Q,N
20201210|ACH|4766|10|29526|Q,N
20201210|ACHC|111671|0|391850|B,Q,N
20201210|ACHV|38406|0|64255|Q,N
20201210|ACI|477052|5172|1213010|B,Q,N
20201210|ACIA|21614|450|130553|B,Q,N
20201210|ACIC/U|1000|0|2001|Q
20201210|ACIO|941|0|2576|Q,N
20201210|ACIU|61919|500|112816|Q,N
20201210|ACIW|63532|0|151653|B,Q,N
20201210|ACLS|15473|0|42978|Q,N
20201210|ACM|119217|0|275155|B,Q,N
20201210|ACMR|32062|0|60881|B,Q,N
20201210|ACN|171418|1744|425627|B,Q,N
20201210|ACNB|427|0|540|Q,N
20201210|ACND|5360|0|134758|Q,N
20201210|ACND/WS|5846|0|6053|Q,N
20201210|ACOR|798556|48694|1306820|B,Q,N
20201210|ACP|18142|0|57583|B,Q,N
20201210|ACRE|22448|1904|57009|Q,N
20201210|ACRS|29824|6102|60934|Q,N
20201210|ACRX|461346|13800|910964|B,Q,N
20201210|ACSG|44|0|45|Q
20201210|ACSI|201|0|201|N
20201210|ACST|2197078|7667|5753533|B,Q,N
20201210|ACTC|30345|7171|247346|Q,N
20201210|ACTCU|16299|0|18065|Q,N
20201210|ACTCW|52038|9668|72171|Q,N
20201210|ACTG|17871|0|51521|B,Q,N
20201210|ACTV|402|0|886|Q
20201210|ACU|2557|400|7103|B,Q,N
20201210|ACV|10154|0|17949|Q,N
20201210|ACVF|180|0|242|Q,N
20201210|ACWF|1130|0|10673|Q
20201210|ACWI|194724|0|837752|B,Q,N
20201210|ACWV|95960|0|198660|Q,N
20201210|ACWX|198249|0|313314|B,Q,N
20201210|ACY|1297|0|1483|Q
20201210|ADAP|445992|0|970133|B,Q,N
20201210|ADBE|626273|1301|1395057|B,Q,N
20201210|ADC|29357|0|75759|Q,N
20201210|ADCT|154996|0|231815|Q,N
20201210|ADES|13779|200|20333|Q,N
20201210|ADFI|9|0|9|Q
20201210|ADI|424974|0|684589|Q,N
20201210|ADIL|401993|1302|1092904|B,Q,N
20201210|ADILW|20|0|501|Q
20201210|ADM|269354|990|720912|Q,N
20201210|ADMA|902876|1638|3026452|B,Q,N
20201210|ADME|3414|0|4768|Q,N
20201210|ADMP|2231801|51764|3861187|B,Q,N
20201210|ADMS|20401|0|38840|B,Q,N
20201210|ADNT|71905|330|232533|B,Q,N
20201210|ADOC|2192|700|228672|Q,N
20201210|ADOCW|3000|0|3000|Q
20201210|ADP|147685|220|426592|B,Q,N
20201210|ADPT|144741|400|364957|B,Q,N
20201210|ADRE|10752|0|11285|Q,N
20201210|ADS|152769|27949|297513|Q,N
20201210|ADSK|106166|224|282856|B,Q,N
20201210|ADT|2667189|20069|4041284|B,Q,N
20201210|ADTN|13203|0|61379|Q,N
20201210|ADTX|1057748|12833|1986436|B,Q,N
20201210|ADUS|3320|0|14956|Q,N
20201210|ADV|197161|1919|534032|Q,N
20201210|ADVM|108888|0|217074|B,Q,N
20201210|ADVWW|2693|100|12893|Q
20201210|ADX|33915|630|56689|B,Q,N
20201210|ADXN|8014|0|11103|Q,N
20201210|ADXS|1442926|8288|3257972|Q,N
20201210|AE|3670|0|6245|Q,N
20201210|AEB|8347|325|13493|Q,N
20201210|AEE|101753|758|227346|B,Q,N
20201210|AEF|7713|0|37088|Q,N
20201210|AEFC|13017|1996|22513|Q,N
20201210|AEG|359778|4803|641439|Q,N
20201210|AEGN|7298|0|18053|Q,N
20201210|AEHL|61944|514|81419|B,Q,N
20201210|AEHR|16213|0|64612|Q,N
20201210|AEIS|22054|0|48524|Q,N
20201210|AEL|22369|0|83682|B,Q,N
20201210|AELpA|1658|0|4462|Q,N
20201210|AELpB|4198|0|5174|Q
20201210|AEM|83882|100|276778|B,Q,N
20201210|AEMD|13969|0|34682|B,Q,N
20201210|AENZ|1217|0|27921|Q,N
20201210|AEO|415495|63|612912|B,Q,N
20201210|AEP|163051|7047|674059|B,Q,N
20201210|AEPPL|5189|0|6511|Q,N
20201210|AEPPZ|1289|0|21310|Q
20201210|AER|211943|1350|549677|B,Q,N
20201210|AERI|33220|0|165938|Q,N
20201210|AES|516521|0|1105610|Q,N
20201210|AESE|419332|0|1122407|B,Q,N
20201210|AESR|2|0|639|Q
20201210|AEY|71871|0|175649|B,Q,N
20201210|AEYE|8110|0|17877|B,Q,N
20201210|AEZS|546538|67245|1139233|Q,N
20201210|AFB|8724|100|13743|Q,N
20201210|AFC|336|0|808|Q
20201210|AFG|36894|0|65768|Q,N
20201210|AFGB|2541|0|3346|B,Q,N
20201210|AFGC|13325|400|14363|Q,N
20201210|AFGD|8278|0|17382|Q,N
20201210|AFGE|152|0|1537|Q
20201210|AFI|34807|900|72285|B,Q,N
20201210|AFIB|24873|300|44559|B,Q,N
20201210|AFIF|12342|0|15246|Q,N
20201210|AFIN|42075|125|81177|Q,N
20201210|AFINP|2722|0|4706|Q,N
20201210|AFK|1757|0|3987|B,Q,N
20201210|AFL|244962|1861|494829|B,Q,N
20201210|AFLG|10|0|10|Q
20201210|AFMC|4|0|5|Q
20201210|AFMD|146835|1658|937199|B,Q,N
20201210|AFT|6625|0|13326|Q,N
20201210|AFTY|1|0|41|Q
20201210|AFYA|42318|0|65064|Q,N
20201210|AG|735535|2181|1351553|B,Q,N
20201210|AGBA|6083|0|11215|Q,N
20201210|AGBAR|900|0|1000|Q
20201210|AGBAW|25339|0|32629|Q,N
20201210|AGC|7851|0|13042|B,Q,N
20201210|AGCO|26512|0|190584|Q,N
20201210|AGCUU|2895|0|18245|Q,N
20201210|AGCWW|114|0|114|Q
20201210|AGD|5614|0|13383|B,Q,N
20201210|AGE|19372|1|42540|Q,N
20201210|AGEN|367781|3129|932715|B,Q,N
20201210|AGFS|16656|300|33084|Q,N
20201210|AGG|885510|0|3002187|B,Q,N
20201210|AGGP|2801|0|6394|Q,N
20201210|AGGY|13386|0|58746|Q,N
