,PCRatio,VolumeCall,VolumePut,VolumeTotal,OpenInterestCall,OpenInterestPut,OpenInterestTotal
2008-05-13,0.96,460422,439976,900398,,,
2008-05-14,1,673822,675979,1349801,,,
2008-05-15,0.99,603130,594361,1197491,,,
2008-05-16,1.11,422087,469600,891687,,,
2008-05-19,1.24,405104,502865,907969,,,
2008-05-20,1.51,356729,538058,894787,,,
2008-05-21,2,360017,718783,1078800,,,
2008-05-22,1.19,282795,337091,619886,,,
2008-05-23,1.33,332917,441895,774812,,,
2008-05-27,1.07,228964,246113,475077,,,
2008-05-28,1.23,263390,323484,586874,,,
2008-05-29,0.91,408769,373601,782370,,,
2008-05-30,1.37,232135,318325,550460,,,
2008-06-02,1.29,343719,442240,785959,,,
2008-06-03,1.46,251946,366670,618616,,,
2008-06-04,1.23,280724,344150,624874,,,
2008-06-05,1.08,384209,413603,797812,,,
2008-06-06,1.51,502972,761634,1264606,,,
2008-06-09,1.05,487557,509639,997196,,,
2008-06-10,0.97,484186,470032,954218,,,
2008-06-11,1.23,479017,587162,1066179,,,
2008-06-12,1.04,387785,404192,791977,,,
2008-06-13,1.15,425293,488058,913351,,,
2008-06-16,0.97,412977,402109,815086,,,
2008-06-17,1.38,355067,490374,845441,,,
2008-06-18,1.49,576102,860157,1436259,,,
2008-06-19,1.15,605906,696514,1302420,,,
2008-06-20,1.72,496838,856925,1353763,,,
2008-06-23,1.27,336705,428164,764869,,,
2008-06-24,1.26,444107,561579,1005686,,,
2008-06-25,1.13,411786,466065,877851,,,
2008-06-26,1.39,539623,751512,1291135,,,
2008-06-27,1.39,479015,665754,1144769,,,
2008-06-30,1.15,407281,469836,877117,,,
2008-07-01,1.18,593862,700063,1293925,,,
2008-07-02,1.56,429745,668775,1098520,,,
2008-07-03,1.62,301000,486430,787430,,,
2008-07-07,1.15,523186,604142,1127328,,,
2008-07-08,1.15,571381,657132,1228513,,,
2008-07-09,1.16,449588,523462,973050,,,
2008-07-10,1.15,530719,612377,1143096,,,
2008-07-11,1.23,740869,913586,1654455,,,
2008-07-14,1.12,615647,689359,1305006,,,
2008-07-15,1.27,923385,1170313,2093698,,,
2008-07-16,1.23,785070,968917,1753987,,,
2008-07-17,0.95,942374,898643,1841017,,,
2008-07-18,1.43,438339,626007,1064346,,,
2008-07-21,1.56,272551,425616,698167,,,
2008-07-22,1.32,367942,485376,853318,,,
2008-07-23,1.08,536094,577083,1113177,,,
2008-07-24,1.59,339423,538297,877720,,,
2008-07-25,1.15,254601,292143,546744,,,
2008-07-28,1.49,301884,450997,752881,,,
2008-07-29,1.42,279292,396417,675709,,,
2008-07-30,1.28,362162,462364,824526,,,
2008-07-31,1.84,294359,542018,836377,,,
2008-08-01,2.07,208717,432506,641223,,,
2008-08-04,1.64,281533,461615,743148,,,
2008-08-05,1.18,388196,457936,846132,,,
2008-08-06,1.51,409764,620382,1030146,,,
2008-08-07,1.51,377139,571075,948214,,,
2008-08-08,1.39,483322,671787,1155109,,,
2008-08-11,1.05,687612,722119,1409731,,,
2008-08-12,1.46,510449,745928,1256377,,,
2008-08-13,1.49,568650,844570,1413220,,,
2008-08-14,1.22,679196,832009,1511205,,,
2008-08-15,1.37,392431,536572,929003,,,
2008-08-18,1.48,412919,611466,1024385,,,
2008-08-19,1.61,404864,651279,1056143,,,
2008-08-20,1.7,252477,428846,681323,,,
2008-08-21,1,330786,330648,661434,,,
2008-08-22,1.28,280635,360179,640814,,,
2008-08-25,1.78,198394,352873,551267,,,
2008-08-26,1.33,224166,298813,522979,,,
2008-08-27,0.93,248416,230522,478938,,,
2008-08-28,0.98,423240,414468,837708,,,
2008-08-29,1.73,181378,313874,495252,,,
2008-09-02,1.42,299453,424837,724290,,,
2008-09-03,1.55,297087,459497,756584,,,
2008-09-04,1.05,663109,693491,1356600,,,
2008-09-05,1.01,642930,646546,1289476,,,
2008-09-08,1,488170,490409,978579,,,
2008-09-09,1,557886,560388,1118274,,,
2008-09-10,1.33,505312,674097,1179409,,,
2008-09-11,1.04,626087,650138,1276225,,,
2008-09-12,1,624467,624688,1249155,,,
2008-09-15,1.41,616353,868911,1485264,,,
2008-09-16,1.62,930224,1503191,2433415,,,
2008-09-17,1.66,1017037,1688812,2705849,,,
2008-09-18,1.67,1007116,1685775,2692891,,,
2008-09-19,1.15,782194,900093,1682287,,,
2008-09-22,1.32,453964,600962,1054926,,,
2008-09-23,1.05,571591,601770,1173361,,,
2008-09-24,1.18,431418,510802,942220,,,
2008-09-25,1.18,483402,569011,1052413,,,
2008-09-26,1.23,415984,513419,929403,,,
2008-09-29,1.76,516619,908078,1424697,,,
2008-09-30,1.89,594033,1122477,1716510,,,
2008-10-01,1.3,452710,589948,1042658,,,
2008-10-02,1.71,460867,789919,1250786,,,
2008-10-03,1.46,526125,769778,1295903,,,
2008-10-06,2.09,957664,2001380,2959044,,,
2008-10-07,1.5,689272,1033050,1722322,,,
2008-10-08,1.81,727184,1318993,2046177,,,
2008-10-09,1.66,671617,1117711,1789328,,,
2008-10-10,1.45,999237,1447644,2446881,,,
2008-10-13,0.95,1009370,962430,1971800,,,
2008-10-14,0.93,945347,883267,1828614,,,
2008-10-15,1.44,871028,1250133,2121161,,,
2008-10-16,1.2,1203223,1445718,2648941,,,
2008-10-17,1.08,707696,763200,1470896,,,
2008-10-20,1.08,490183,531273,1021456,,,
2008-10-21,0.86,600174,518908,1119082,,,
2008-10-22,1.72,552157,947386,1499543,,,
2008-10-23,1.52,605899,918455,1524354,,,
2008-10-24,1.54,367174,565000,932174,,,
2008-10-27,1.38,361723,500658,862381,,,
2008-10-28,1.65,463328,765397,1228725,,,
2008-10-29,1.23,453789,557156,1010945,,,
2008-10-30,1.24,378134,469817,847951,,,
2008-10-31,1.82,299101,544318,843419,,,
2008-11-03,1.35,285799,386513,672312,,,
2008-11-04,1.44,471754,677921,1149675,,,
2008-11-05,0.92,488208,449933,938141,,,
2008-11-06,1.63,435387,710339,1145726,,,
2008-11-07,1.32,278775,369217,647992,,,
2008-11-10,1.2,276195,332651,608846,,,
2008-11-11,1.53,286054,436674,722728,,,
2008-11-12,1.21,502882,608416,1111298,,,
2008-11-13,1.1,643498,707143,1350641,,,
2008-11-14,1.27,423670,537946,961616,,,
2008-11-17,1.19,424572,505613,930185,,,
2008-11-18,1.01,700147,710135,1410282,,,
2008-11-19,1.69,712256,1202676,1914932,,,
2008-11-20,1.52,825304,1256471,2081775,,,
2008-11-21,1.18,674309,793328,1467637,,,
2008-11-24,1.12,460004,515682,975686,,,
2008-11-25,0.82,376839,309229,686068,,,
2008-11-26,1.19,336265,401267,737532,,,
2008-11-28,1.18,131948,156212,288160,,,
2008-12-01,1.19,320887,382998,703885,,,
2008-12-02,1.15,311727,358724,670451,,,
2008-12-03,1.24,299177,369863,669040,,,
2008-12-04,1.01,372029,376939,748968,,,
2008-12-05,1.49,285963,425037,711000,,,
2008-12-08,1.14,390640,443980,834620,,,
2008-12-09,1.3,330459,430515,760974,,,
2008-12-10,1.19,418475,496586,915061,,,
2008-12-11,1.26,425461,535717,961178,,,
2008-12-12,1.19,481559,572370,1053929,,,
2008-12-15,1.17,444907,522186,967093,,,
2008-12-16,1.11,681941,760206,1442147,,,
2008-12-17,1.11,583723,645511,1229234,,,
2008-12-18,1.02,526852,538892,1065744,,,
2008-12-19,0.93,402392,373594,775986,,,
2008-12-22,1.07,256717,274992,531709,,,
2008-12-23,1.27,212701,269459,482160,,,
2008-12-24,1.54,47194,72659,119853,,,
2008-12-26,1.34,63564,85439,149003,,,
2008-12-29,1.22,195831,239742,435573,,,
2008-12-30,1.54,147188,226146,373334,,,
2008-12-31,1.42,226211,320632,546843,,,
2009-01-02,1.49,255484,381463,636947,,,
2009-01-05,1.13,309149,349999,659148,,,
2009-01-06,1.03,375756,386703,762459,,,
2009-01-07,1.3,301819,392178,693997,,,
2009-01-08,1.53,269976,411814,681790,,,
2009-01-09,1.32,381047,502843,883890,,,
2009-01-12,1.19,444060,528809,972869,,,
2009-01-13,0.73,678681,494570,1173251,,,
2009-01-14,1.05,646106,678091,1324197,,,
2009-01-15,1.22,681911,828777,1510688,,,
2009-01-16,1.31,376246,491306,867552,,,
2009-01-20,0.87,483717,421136,904853,,,
2009-01-21,1.23,433184,534594,967778,,,
2009-01-22,1.23,286017,352054,638071,,,
2009-01-23,1.01,292644,294951,587595,,,
2009-01-26,1.22,191853,233541,425394,,,
2009-01-27,1.17,219309,256789,476098,,,
2009-01-28,0.72,553080,396901,949981,,,
2009-01-29,1.18,339996,400053,740049,,,
2009-01-30,1.06,371725,394759,766484,,,
2009-02-02,0.73,336021,244504,580525,,,
2009-02-03,1,304529,304076,608605,,,
2009-02-04,0.8,291763,233262,525025,,,
2009-02-05,1.13,278535,314063,592598,,,
2009-02-06,0.76,502274,382593,884867,,,
2009-02-09,1.17,238167,278485,516652,,,
2009-02-10,0.77,605063,468558,1073621,,,
2009-02-11,1.03,282111,291830,573941,,,
2009-02-12,0.86,510166,440198,950364,,,
2009-02-13,1.26,279590,351642,631232,,,
2009-02-17,1.23,507183,621577,1128760,,,
2009-02-18,1.44,552236,793227,1345463,,,
2009-02-19,1.35,595245,802340,1397585,,,
2009-02-20,0.91,530743,485617,1016360,,,
2009-02-23,1.39,410586,569519,980105,,,
2009-02-24,1.21,331176,402134,733310,,,
2009-02-25,1.22,330788,402681,733469,,,
2009-02-26,1.02,297239,302374,599613,,,
2009-02-27,1.17,407258,477457,884715,,,
2009-03-02,1.22,513853,624519,1138372,,,
2009-03-03,1.4,403737,563548,967285,,,
2009-03-04,1.58,403352,638538,1041890,,,
2009-03-05,1.08,550111,595190,1145301,,,
2009-03-06,1,526178,526608,1052786,,,
2009-03-09,1.07,330607,352188,682795,,,
2009-03-10,0.97,495357,478522,973879,,,
2009-03-11,1.11,399672,445270,844942,,,
2009-03-12,0.88,539563,472953,1012516,,,
2009-03-13,0.92,409309,376462,785771,,,
2009-03-16,1.14,495250,565547,1060797,,,
2009-03-17,0.61,856908,524328,1381236,,,
2009-03-18,0.87,863071,753485,1616556,,,
2009-03-19,1.15,544796,623888,1168684,,,
2009-03-20,1.65,382774,629763,1012537,,,
2009-03-23,1,511920,512938,1024858,,,
2009-03-24,0.94,446922,421825,868747,,,
2009-03-25,1.31,289713,380686,670399,,,
2009-03-26,1.47,276723,405668,682391,,,
2009-03-27,1.23,294058,361247,655305,,,
2009-03-30,2.23,277912,620016,897928,,,
2009-03-31,1.34,267200,357778,624978,,,
2009-04-01,1.26,397525,500660,898185,,,
2009-04-02,1.08,536777,580298,1117075,,,
2009-04-03,1.31,307816,403853,711669,,,
2009-04-06,1.39,338036,470820,808856,,,
2009-04-07,1.28,327502,419446,746948,,,
2009-04-08,1.44,257438,371026,628464,,,
2009-04-09,1.73,467638,808829,1276467,,,
2009-04-13,1.61,353955,568892,922847,,,
2009-04-14,1.27,461632,586164,1047796,,,
2009-04-15,1.5,461764,693373,1155137,,,
2009-04-16,1.11,654984,725890,1380874,,,
2009-04-17,1.36,361433,492990,854423,,,
2009-04-20,1.22,404081,492545,896626,,,
2009-04-21,1.45,290428,422175,712603,,,
2009-04-22,1.41,265632,374430,640062,,,
2009-04-23,1.21,277411,335917,613328,,,
2009-04-24,1.21,335347,406227,741574,,,
2009-04-27,1.47,248626,365322,613948,,,
2009-04-28,1.27,199282,254029,453311,,,
2009-04-29,0.96,350679,337085,687764,,,
2009-04-30,1.77,298623,529847,828470,,,
2009-05-01,1.61,238198,383978,622176,,,
2009-05-04,1.44,329244,474446,803690,,,
2009-05-05,0.87,405172,352387,757559,,,
2009-05-06,1.45,329150,477065,806215,,,
2009-05-07,1.29,409112,526674,935786,,,
2009-05-08,1.7,352270,597488,949758,,,
2009-05-11,1.31,372514,488361,860875,,,
2009-05-12,1.35,395675,534477,930152,,,
2009-05-13,1.16,574423,663535,1237958,,,
2009-05-14,1.2,686857,826636,1513493,,,
2009-05-15,0.97,420237,408233,828470,,,
2009-05-18,1.62,263306,427258,690564,,,
2009-05-19,0.95,413686,393319,807005,,,
2009-05-20,1.12,485309,544599,1029908,,,
2009-05-21,1.09,428225,464642,892867,,,
2009-05-22,1.01,276436,279527,555963,,,
2009-05-26,1.03,303113,312047,615160,,,
2009-05-27,0.88,405234,355744,760978,,,
2009-05-28,1.51,245052,369525,614577,,,
2009-05-29,1.11,261143,290679,551822,,,
2009-06-01,1.17,459569,537665,997234,,,
2009-06-02,1.4,335780,470784,806564,,,
2009-06-03,1.55,329640,509778,839418,,,
2009-06-04,1.52,245879,374458,620337,,,
2009-06-05,1.16,293550,341658,635208,,,
2009-06-08,1.17,329657,385869,715526,,,
2009-06-09,1.39,303248,420426,723674,,,
2009-06-10,1.28,381792,490298,872090,,,
2009-06-11,1.2,456131,547870,1004001,,,
2009-06-12,1.3,274166,356444,630610,,,
2009-06-15,1.15,446479,514638,961117,,,
2009-06-16,1.24,579338,717922,1297260,,,
2009-06-17,1.73,430264,744504,1174768,,,
2009-06-18,1.17,469001,547623,1016624,,,
2009-06-19,1,363038,364086,727124,,,
2009-06-22,1.12,353276,395657,748933,,,
2009-06-23,1.32,318201,418926,737127,,,
2009-06-24,1.17,296260,347047,643307,,,
2009-06-25,0.96,425794,407004,832798,,,
2009-06-26,0.7,353630,247464,601094,,,
2009-06-29,0.81,312393,252952,565345,,,
2009-06-30,1.36,371959,506042,878001,,,
2009-07-01,0.95,375183,357804,732987,,,
2009-07-02,1.3,322507,420463,742970,,,
2009-07-06,0.9,307561,277513,585074,,,
2009-07-07,0.9,461381,414849,876230,,,
2009-07-08,1.06,470315,496374,966689,,,
2009-07-09,0.99,296068,294000,590068,,,
2009-07-10,1.06,310928,331088,642016,,,
2009-07-13,1.01,464738,468976,933714,,,
2009-07-14,1.28,366525,468884,835409,,,
2009-07-15,0.86,770351,665300,1435651,,,
2009-07-16,0.96,704925,676096,1381021,,,
2009-07-17,1.27,387567,491589,879156,,,
2009-07-20,0.77,466847,357881,824728,,,
2009-07-21,1.32,250269,331421,581690,,,
2009-07-22,2.21,271049,598692,869741,,,
2009-07-23,1.29,464989,601434,1066423,,,
2009-07-24,1.12,296555,333401,629956,,,
2009-07-27,1.41,226074,318921,544995,,,
2009-07-28,1.26,330322,417584,747906,,,
2009-07-29,1.24,322848,399885,722733,,,
2009-07-30,1.22,403507,491221,894728,,,
2009-07-31,1.2,221832,265729,487561,,,
2009-08-03,1.19,268768,320591,589359,,,
2009-08-04,0.99,346863,343893,690756,,,
2009-08-05,1.71,275481,470009,745490,,,
2009-08-06,1.12,324229,363324,687553,,,
2009-08-07,1.45,320287,463218,783505,,,
2009-08-10,1.1,228211,250717,478928,,,
2009-08-11,0.91,395988,361820,757808,,,
2009-08-12,1.36,374842,511004,885846,,,
2009-08-13,1.01,403109,405176,808285,,,
2009-08-14,1.31,379131,497412,876543,,,
2009-08-17,1.25,525423,657239,1182662,,,
2009-08-18,1.33,462591,615087,1077678,,,
2009-08-19,1.65,491577,809873,1301450,,,
2009-08-20,0.94,664153,625309,1289462,,,
2009-08-21,1.12,518178,579119,1097297,,,
2009-08-24,1.43,336760,481485,818245,,,
2009-08-25,1.05,408258,427115,835373,,,
2009-08-26,1.87,225214,422077,647291,,,
2009-08-27,1.27,359061,454333,813394,,,
2009-08-28,1.03,327131,336129,663260,,,
2009-08-31,1.51,239208,360741,599949,,,
2009-09-01,1.03,566266,582353,1148619,,,
2009-09-02,1.1,489529,539565,1029094,,,
2009-09-03,1.2,437421,526063,963484,,,
2009-09-04,1.17,348565,407789,756354,,,
2009-09-08,1.35,323682,436122,759804,,,
2009-09-09,1.51,399437,602470,1001907,,,
2009-09-10,1.62,390434,633831,1024265,,,
2009-09-11,1.37,457624,626065,1083689,,,
2009-09-14,1.31,380396,496720,877116,,,
2009-09-15,1.15,474764,545972,1020736,,,
2009-09-16,1.06,859973,912866,1772839,,,
2009-09-17,1.09,711478,775864,1487342,,,
2009-09-18,1.79,301896,541756,843652,,,
2009-09-21,1.23,319132,390943,710075,,,
2009-09-22,1.43,290637,415439,706076,,,
2009-09-23,1.6,283329,454509,737838,,,
2009-09-24,1.55,339587,527901,867488,,,
2009-09-25,1.94,271335,525501,796836,,,
2009-09-28,2.34,112703,263242,375945,,,
2009-09-29,1.29,250506,322284,572790,,,
2009-09-30,1.58,259801,409444,669245,,,
2009-10-01,1.12,508057,568346,1076403,,,
2009-10-02,1.63,384934,628631,1013565,,,
2009-10-05,1.08,314318,339603,653921,,,
2009-10-06,1.37,298458,407540,705998,,,
2009-10-07,1.37,338557,462479,801036,,,
2009-10-08,0.98,476322,467490,943812,,,
2009-10-09,1.64,251820,413184,665004,,,
2009-10-12,1.51,353426,532181,885607,,,
2009-10-13,1.4,430473,604264,1034737,,,
2009-10-14,1.17,721086,844815,1565901,,,
2009-10-15,1.04,690506,716494,1407000,,,
2009-10-16,1.74,397297,690046,1087343,,,
2009-10-19,1.84,307667,566634,874301,,,
2009-10-20,1.44,336504,483600,820104,,,
2009-10-21,1.99,339109,673844,1012953,,,
2009-10-22,1.11,439482,488462,927944,,,
2009-10-23,1.25,361976,452135,814111,,,
2009-10-26,1.47,342026,502326,844352,,,
2009-10-27,2.2,325788,717181,1042969,,,
2009-10-28,1.67,502297,840731,1343028,,,
2009-10-29,1.31,392753,513674,906427,,,
2009-10-30,1.68,511008,860098,1371106,,,
2009-11-02,1.23,515116,631296,1146412,,,
2009-11-03,1.87,296430,555766,852196,,,
2009-11-04,1.3,432161,560938,993099,,,
2009-11-05,1.7,292964,497589,790553,,,
2009-11-06,1.79,407025,729333,1136358,,,
2009-11-09,1.35,541496,728338,1269834,,,
2009-11-10,1.46,345506,505109,850615,,,
2009-11-11,2.1,385457,811207,1196664,,,
2009-11-12,1.33,512590,683035,1195625,,,
2009-11-13,2.39,299431,715848,1015279,,,
2009-11-16,1.28,602391,771908,1374299,,,
2009-11-17,1.49,328868,489213,818081,,,
2009-11-18,1.34,534570,714849,1249419,,,
2009-11-19,1.35,676032,910647,1586679,,,
2009-11-20,1.69,399801,677337,1077138,,,
2009-11-23,0.81,503747,408787,912534,,,
2009-11-24,1.16,346301,401113,747414,,,
2009-11-25,1.08,305943,331936,637879,,,
2009-11-27,1.66,254518,422075,676593,,,
2009-11-30,1.63,314693,511580,826273,,,
2009-12-01,1.53,350217,536461,886678,,,
2009-12-02,1.93,269367,521168,790535,,,
2009-12-03,0.49,1006524,497733,1504257,,,
2009-12-04,1.37,455023,622505,1077528,,,
2009-12-07,1.56,239960,374317,614277,,,
2009-12-08,1.36,485692,662849,1148541,,,
2009-12-09,1.53,413549,633473,1047022,,,
2009-12-10,1.48,317093,470466,787559,,,
2009-12-11,1.26,416253,522564,938817,,,
2009-12-14,1.29,405091,522200,927291,,,
2009-12-15,0.89,612325,547353,1159678,,,
2009-12-16,1.38,713637,986936,1700573,,,
2009-12-17,0.96,839092,807395,1646487,,,
2009-12-18,1.44,436211,626190,1062401,,,
2009-12-21,1.33,248657,329885,578542,,,
2009-12-22,1.57,273627,430349,703976,,,
2009-12-23,1.27,213523,271831,485354,,,
2009-12-24,1.58,96145,151531,247676,,,
2009-12-28,1.48,169479,250344,419823,,,
2009-12-29,1.86,211925,393437,605362,,,
2009-12-30,0.88,380798,335528,716326,,,
2009-12-31,1.72,204199,352058,556257,,,
2010-01-04,1.17,388263,454878,843141,,,
2010-01-05,1.26,462002,582918,1044920,,,
2010-01-06,1.31,387398,505665,893063,,,
2010-01-07,1.09,376828,412111,788939,,,
2010-01-08,0.95,530908,503839,1034747,,,
2010-01-11,1.06,562609,599149,1161758,,,
2010-01-12,1.26,581839,733502,1315341,,,
2010-01-13,0.98,798566,782103,1580669,,,
2010-01-14,1.2,533400,641353,1174753,,,
2010-01-15,1.59,398390,633111,1031501,,,
2010-01-19,0.95,652158,621417,1273575,,,
2010-01-20,1.51,470627,711911,1182538,,,
2010-01-21,1.17,566776,661158,1227934,,,
2010-01-22,1.14,868073,986851,1854924,,,
2010-01-25,1.62,393271,636368,1029639,,,
2010-01-26,1.11,438567,486277,924844,,,
2010-01-27,1.02,545531,555890,1101421,,,
2010-01-28,1.06,450193,477745,927938,,,
2010-01-29,1.48,370821,547949,918770,,,
2010-02-01,0.82,569126,468917,1038043,,,
2010-02-02,1.39,480673,670507,1151180,,,
2010-02-03,1.2,353555,424993,778548,,,
2010-02-04,1.12,594599,668339,1262938,,,
2010-02-05,1.47,612234,898281,1510515,,,
2010-02-08,1.24,399046,493434,892480,,,
2010-02-09,0.99,493563,487969,981532,,,
2010-02-10,1.25,363548,453567,817115,,,
2010-02-11,0.59,706216,417363,1123579,,,
2010-02-12,1.1,473430,521610,995040,,,
2010-02-16,1.23,649667,800962,1450629,,,
2010-02-17,1.2,814868,975931,1790799,,,
2010-02-18,0.91,901911,824101,1726012,,,
2010-02-19,0.95,537221,508458,1045679,,,
2010-02-22,1.16,491613,570790,1062403,,,
2010-02-23,1.33,466913,622546,1089459,,,
2010-02-24,1.07,361181,387387,748568,,,
2010-02-25,0.97,458122,442313,900435,,,
2010-02-26,1.11,426764,472144,898908,,,
2010-03-01,1.2,523108,627148,1150256,,,
2010-03-02,0.92,555079,510959,1066038,,,
2010-03-03,1.22,537420,653779,1191199,,,
2010-03-04,1.53,505052,770660,1275712,,,
2010-03-05,1.3,661871,860774,1522645,,,
2010-03-08,1.63,360474,587722,948196,,,
2010-03-09,0.85,619650,529124,1148774,,,
2010-03-10,0.85,570274,485001,1055275,,,
2010-03-11,1.21,486461,587035,1073496,,,
2010-03-12,1.72,402554,693726,1096280,,,
2010-03-15,0.93,467708,434121,901829,,,
2010-03-16,1.07,695528,743204,1438732,,,
2010-03-17,1.27,1010354,1283510,2293864,,,
2010-03-18,1.13,724393,818433,1542826,,,
2010-03-19,2,419038,837831,1256869,,,
2010-03-22,1.74,302197,525037,827234,,,
2010-03-23,1.11,380855,422317,803172,,,
2010-03-24,1.8,274766,494629,769395,,,
2010-03-25,1.6,358758,572334,931092,,,
2010-03-26,1.5,303399,456123,759522,,,
2010-03-29,1.94,207766,403718,611484,,,
2010-03-30,1.26,297069,374485,671554,,,
2010-03-31,2.07,247745,512853,760598,,,
2010-04-01,1.85,314099,581722,895821,,,
2010-04-05,1.58,299682,473774,773456,,,
2010-04-06,1.23,516716,635113,1151829,,,
2010-04-07,1.69,468387,790546,1258933,,,
2010-04-08,1.43,321678,460706,782384,,,
2010-04-09,1.39,459173,638704,1097877,,,
2010-04-12,1.24,506268,627195,1133463,,,
2010-04-13,0.99,753296,745449,1498745,,,
2010-04-14,0.97,759913,738253,1498166,,,
2010-04-15,1.13,1015412,1142428,2157840,,,
2010-04-16,1.58,587520,927090,1514610,,,
2010-04-19,1.07,579230,620600,1199830,,,
2010-04-20,2.23,331538,738461,1069999,,,
2010-04-21,1.83,402045,735419,1137464,,,
2010-04-22,1.04,513582,535038,1048620,,,
2010-04-23,0.94,401005,377346,778351,,,
2010-04-26,1.46,362705,527825,890530,,,
2010-04-27,1.36,526510,714802,1241312,,,
2010-04-28,1.41,421256,594483,1015739,,,
2010-04-29,1.34,373178,501517,874695,,,
2010-04-30,1.76,375495,662680,1038175,,,
2010-05-03,1.38,317022,437195,754217,,,
2010-05-04,1.18,677517,800969,1478486,,,
2010-05-05,1.32,724825,960031,1684856,,,
2010-05-06,1.21,1055877,1272427,2328304,,,
2010-05-07,1.45,947917,1372213,2320130,,,
2010-05-10,1.2,814345,980450,1794795,,,
2010-05-11,1.48,643366,950323,1593689,,,
2010-05-12,1.29,614778,793650,1408428,,,
2010-05-13,1.06,536511,570360,1106871,,,
2010-05-14,1.05,799870,841730,1641600,,,
2010-05-17,1.28,657936,842243,1500179,,,
2010-05-18,1.23,811384,997571,1808955,,,
2010-05-19,1.99,860287,1708070,2568357,,,
2010-05-20,1.68,1097150,1843304,2940454,,,
2010-05-21,1.74,700963,1218954,1919917,,,
2010-05-24,1.21,524903,632562,1157465,,,
2010-05-25,1.51,629166,946955,1576121,,,
2010-05-26,1.51,563332,850679,1414011,,,
2010-05-27,1.34,504521,676391,1180912,,,
2010-05-28,1.21,425364,515942,941306,,,
2010-06-01,1.03,367759,377006,744765,,,
2010-06-02,0.95,505905,481585,987490,,,
2010-06-03,1.59,339337,539263,878600,,,
2010-06-04,1.21,544609,656922,1201531,,,
2010-06-07,1.09,475979,518289,994268,,,
2010-06-08,1.35,667055,898064,1565119,,,
2010-06-09,1.51,489381,740640,1230021,,,
2010-06-10,1.33,541211,721683,1262894,,,
2010-06-11,1.14,475237,540336,1015573,,,
2010-06-14,2.05,409917,841964,1251881,,,
2010-06-15,1.24,493602,611369,1104971,,,
2010-06-16,1.27,654419,829548,1483967,,,
2010-06-17,0.94,489355,461087,950442,,,
2010-06-18,1.47,398543,586063,984606,,,
2010-06-21,2.12,313864,664669,978533,,,
2010-06-22,1.29,369628,476463,846091,,,
2010-06-23,1.23,277383,340037,617420,,,
2010-06-24,0.91,488976,447118,936094,,,
2010-06-25,1.51,279495,421343,700838,,,
2010-06-28,0.92,238722,220508,459230,,,
2010-06-29,1.19,522124,620037,1142161,,,
2010-06-30,1.17,456874,535913,992787,,,
2010-07-01,1.43,565672,809941,1375613,,,
2010-07-02,1.2,292277,350924,643201,,,
2010-07-06,1.64,366432,601037,967469,,,
2010-07-07,0.93,509541,474635,984176,,,
2010-07-08,1.12,376652,422394,799046,,,
2010-07-09,1.03,482654,496318,978972,,,
2010-07-12,1.58,408063,644682,1052745,,,
2010-07-13,1.23,675531,831724,1507255,,,
2010-07-14,0.98,631005,621260,1252265,,,
2010-07-15,0.83,612300,507804,1120104,,,
2010-07-16,1.51,360175,545346,905521,,,
2010-07-19,1,380783,382058,762841,,,
2010-07-20,1.71,306355,525065,831420,,,
2010-07-21,1.77,317833,563049,880882,,,
2010-07-22,1.24,416076,516107,932183,,,
2010-07-23,1.15,323113,371092,694205,,,
2010-07-26,1.34,286652,385281,671933,,,
2010-07-27,1.48,314513,464261,778774,,,
2010-07-28,1.42,220359,312050,532409,,,
2010-07-29,1.4,203260,284509,487769,,,
2010-07-30,0.96,319023,304687,623710,,,
2010-08-02,1.8,348664,626851,975515,,,
2010-08-03,1.1,290102,319158,609260,,,
2010-08-04,1.56,274380,427917,702297,,,
2010-08-05,1.82,209006,380935,589941,,,
2010-08-06,1.13,361987,409869,771856,,,
2010-08-09,1.14,337068,383097,720165,,,
2010-08-10,1.67,374822,627403,1002225,,,
2010-08-11,1.26,504922,638702,1143624,,,
2010-08-12,1.51,381362,577061,958423,,,
2010-08-13,1.46,292553,427001,719554,,,
2010-08-16,1.08,436850,471603,908453,,,
2010-08-17,1.66,458845,763966,1222811,,,
2010-08-18,1.53,563016,861756,1424772,,,
2010-08-19,1.07,682140,728403,1410543,,,
2010-08-20,1.42,482290,687157,1169447,,,
2010-08-23,1.51,283241,426981,710222,,,
2010-08-24,0.92,454885,416666,871551,,,
2010-08-25,1.61,328644,529879,858523,,,
2010-08-26,1.05,421918,443272,865190,,,
2010-08-27,1.01,446602,450747,897349,,,
2010-08-30,1.49,291465,435522,726987,,,
2010-08-31,1.4,289199,405306,694505,,,
2010-09-01,1.29,589258,761734,1350992,,,
2010-09-02,1.34,370532,495084,865616,,,
2010-09-03,1.8,400873,720867,1121740,,,
2010-09-07,1.62,291041,471252,762293,,,
2010-09-08,1.42,394956,559983,954939,,,
2010-09-09,1.85,385847,715471,1101318,,,
2010-09-10,1.36,478225,650566,1128791,,,
2010-09-13,1.08,688220,740481,1428701,,,
2010-09-14,1.53,526149,805153,1331302,,,
2010-09-15,1.2,713212,858243,1571455,,,
2010-09-16,0.84,778318,650652,1428970,,,
2010-09-17,1.31,391360,512566,903926,,,
2010-09-20,1.57,325638,510149,835787,,,
2010-09-21,1.74,366380,637655,1004035,,,
