Symbol,Date,Open,High,Low,Close,Volume
ADDA,21-Aug-2020,-64,-64,-122,-81,0
ADDC,21-Aug-2020,-8,-8,-54,-28,0
ADDE,21-Aug-2020,-525,-374,-840,-378,0
ADDN,21-Aug-2020,-473,-473,-1041,-679,0
ADDQ,21-Aug-2020,-582,-582,-1405,-1081,0
ADDS,21-Aug-2020,-329,-329,-498,-332,0
ADDT,21-Aug-2020,-1119,-1119,-2497,-1841,0
ADDU,21-Aug-2020,-250,-250,-981,-766,0
ADDV,21-Aug-2020,-15,-15,-212,-185,0
ADDX,21-Aug-2020,-352,-352,-700,-545,0
ADRA,21-Aug-2020,0.43,0.43,0.2,0.39,0
ADRC,21-Aug-2020,0.89,0.89,0.59,0.83,0
ADRE,21-Aug-2020,0.42,0.71,0.31,0.7,0
ADRN,21-Aug-2020,0.58,0.58,0.28,0.46,0
ADRQ,21-Aug-2020,0.6,0.6,0.3,0.41,0
ADRS,21-Aug-2020,0.41,0.66,0.31,0.65,0
ADRT,21-Aug-2020,0.59,0.59,0.3,0.43,0
ADRU,21-Aug-2020,0.73,0.73,0.56,0.69,0
ADRV,21-Aug-2020,0.92,0.92,0.55,0.62,0
ADRX,21-Aug-2020,0.58,0.66,0.47,0.66,0
ADVA,21-Aug-2020,49,53,32,53,32702000
ADVC,21-Aug-2020,67,139,67,139,31038500
ADVE,21-Aug-2020,392,916,354,910,543588900
ADVN,21-Aug-2020,672,681,414,593,1125661000
ADVQ,21-Aug-2020,891,891,607,770,1477721000
ADVS,21-Aug-2020,232,643,214,643,79626800
ADVT,21-Aug-2020,1612,1612,1074,1416,2636084000
ADVU,21-Aug-2020,679,1785,679,1781,5571815000
ADVV,21-Aug-2020,199,308,198,305,62480000
ADVX,21-Aug-2020,498,1087,479,1087,173145200
ASHD,21-Aug-2020,34,1321,34,1207,0
ASHF,21-Aug-2020,-17,-17,-819,-462,0
ASHR,21-Aug-2020,0.5,0.62,0.31,0.61,0
ASHU,21-Aug-2020,17,755,17,745,0
AVDA,21-Aug-2020,-4.3,-4.3,-130.54,-130.54,0
AVDC,21-Aug-2020,0.72,3.27,-7.1,0.31,0
AVDE,21-Aug-2020,-15.62,-15.62,-178.28,-138.31,0
AVDN,21-Aug-2020,-13.71,-13.71,-1030.76,-1017.63,0
AVDQ,21-Aug-2020,-63.77,-63.77,-656.7,-656.7,0
AVDS,21-Aug-2020,-10.58,-10.58,-134.9,-134.9,0
AVDT,21-Aug-2020,-81.79,-81.79,-1804.88,-1804.88,0
AVDU,21-Aug-2020,223.53,2627.11,171.8,2378.67,0
AVDV,21-Aug-2020,1.68,1.68,-33.83,-28.22,0
AVDX,21-Aug-2020,-8.17,-8.17,-162.8,-162.8,0
AVLD,21-Aug-2020,0.42,703.98,0.42,703.98,0
AVLF,21-Aug-2020,-0.34,0.7,-352.47,-285.73,0
AVLR,21-Aug-2020,0.2,1.14,0.2,0.59,0
AVLU,21-Aug-2020,0.08,418.24,0.08,418.24,0
AVRA,21-Aug-2020,0.51,0.51,0.16,0.2,0
AVRC,21-Aug-2020,1.48,1.48,0.66,1.01,0
AVRE,21-Aug-2020,0.59,0.8,0.42,0.79,0
AVRN,21-Aug-2020,0.83,0.83,0.4,0.52,0
AVRQ,21-Aug-2020,0.58,0.81,0.56,0.69,0
AVRS,21-Aug-2020,0.21,0.37,0.18,0.37,0
AVRT,21-Aug-2020,0.66,0.71,0.55,0.59,0
AVRU,21-Aug-2020,2.4,2.4,1.18,1.74,0
AVRV,21-Aug-2020,1.22,1.22,0.51,0.68,0
AVRX,21-Aug-2020,0.63,0.63,0.33,0.51,0
AVVA,21-Aug-2020,4.59,32.7,4.59,32.7,0
AVVC,21-Aug-2020,2.19,31.03,2.19,31.03,0
AVVE,21-Aug-2020,23.14,543.58,23.14,543.58,0
AVVN,21-Aug-2020,67.01,1125.66,67.01,1125.66,0
AVVQ,21-Aug-2020,90.08,1478.58,90.08,1477.72,0
AVVS,21-Aug-2020,2.88,79.63,2.88,79.62,0
AVVT,21-Aug-2020,161.69,2636.08,161.69,2636.08,0
AVVU,21-Aug-2020,383.08,5571.81,383.08,5571.81,0
AVVV,21-Aug-2020,9.09,62.48,9.09,62.48,0
AVVX,21-Aug-2020,14.17,173.15,14.17,173.14,0
BANK,21-Aug-2020,2671.75,2690.42,2646.03,2659.94,0
BCMA,21-Aug-2020,1414,1414,875,1208,0
BCMC,21-Aug-2020,99.53,99.53,98.92,98.99,0
BCMD,21-Aug-2020,2333,3062,2333,2781,0
BCME,21-Aug-2020,104,172,73,168,0
BCMF,21-Aug-2020,329,401,329,372,0
BCMG,21-Aug-2020,47,47,25,27,0
BCMM,21-Aug-2020,99.79,99.79,98.8,99.05,0
BCMU,21-Aug-2020,145,145,33,60,0
BDMA,21-Aug-2020,1385,1444,1385,1444,0
BDMC,21-Aug-2020,100.04,100.04,100,100.01,0
BDMD,21-Aug-2020,2434,2520,2434,2520,0
BDME,21-Aug-2020,220,255,220,255,0
BDMF,21-Aug-2020,240,283,240,283,0
BDMG,21-Aug-2020,20,29,20,29,0
BDMM,21-Aug-2020,99.48,99.49,99.48,99.48,0
BDMU,21-Aug-2020,73,85,73,85,0
BFMA,21-Aug-2020,1892,1966,1892,1966,0
BFMC,21-Aug-2020,104.4,104.4,103.77,103.77,0
BFMD,21-Aug-2020,1920,1991,1920,1991,0
BFME,21-Aug-2020,203,246,203,246,0
BFMF,21-Aug-2020,251,287,251,287,0
BFMG,21-Aug-2020,26,33,26,33,0
BFMM,21-Aug-2020,100.09,100.1,100.07,100.09,0
BFMU,21-Aug-2020,80,92,80,92,0
BGMA,21-Aug-2020,863,912,863,912,0
BGMC,21-Aug-2020,99.37,99.45,99.33,99.45,0
BGMD,21-Aug-2020,2951,3035,2951,3035,0
BGME,21-Aug-2020,144,174,144,174,0
BGMF,21-Aug-2020,315,356,315,356,0
BGMG,21-Aug-2020,16,30,16,30,0
BGMM,21-Aug-2020,98.91,98.92,98.91,98.92,0
BGMU,21-Aug-2020,77,101,77,101,0
BKX,21-Aug-2020,74.29,75.14,73.89,74.21,0
BWH,21-Aug-2020,195.37,197.87,193.62,197.78,0
BXD,21-Aug-2020,314.23,315.65,314.19,315.29,0
BXM,21-Aug-2020,1353.55,1356,1353.42,1355.14,0
BXN,21-Aug-2020,682.68,685.17,682.59,684.34,0
CASH,21-Aug-2020,1,1,1,1,0
CEX,21-Aug-2020,655.96,655.96,649.75,654.14,0
COMP,21-Aug-2020,11258.44,11326.21,11245.44,11311.8,0
CPR,21-Aug-2020,2.99,3,2.91,2.92,75610
CYM,21-Aug-2020,17.37,17.37,17.19,17.24,0
DCFD,21-Aug-2020,34.37,42.18,29.68,40.62,0
DCFI,21-Aug-2020,62.5,65.62,59.37,60.93,0
DCOF,21-Aug-2020,76.56,76.56,75,75,0
DCOH,21-Aug-2020,56.25,56.25,56.25,56.25,0
DCSE,21-Aug-2020,42191.15,42680.24,42027.38,42648.13,0
DCTH,21-Aug-2020,51.56,51.56,50,50,0
DCTW,21-Aug-2020,57.81,59.37,51.56,54.68,0
DDA,21-Aug-2020,23.83,32.2,22.33,22.61,0
DDB,21-Aug-2020,22.18,22.29,7.68,21.01,0
DECA,21-Aug-2020,113,155,113,134,163245400
DECC,21-Aug-2020,75,173,75,167,30719300
