Symbol,Date,Open,High,Low,Close,Volume
ADDA,14-Sep-2020,79,92,69,89,0
ADDC,14-Sep-2020,23,31,-11,2,0
ADDE,14-Sep-2020,1008,1636,1008,1618,0
ADDN,14-Sep-2020,1185,1385,1099,1241,0
ADDQ,14-Sep-2020,1429,1586,1387,1554,0
ADDS,14-Sep-2020,345,497,345,486,0
ADDT,14-Sep-2020,2693,3062,2570,2884,0
ADDU,14-Sep-2020,376,530,326,423,0
ADDV,14-Sep-2020,75,104,4,15,0
ADDX,14-Sep-2020,443,557,443,503,0
ADRA,14-Sep-2020,3.02,3.07,2.37,2.78,0
ADRC,14-Sep-2020,1.36,1.46,0.92,1.01,0
ADRE,14-Sep-2020,6.3,8.05,6.3,6.57,0
ADRN,14-Sep-2020,4.77,6.45,3.8,4.86,0
ADRQ,14-Sep-2020,4.04,4.5,3.28,3.83,0
ADRS,14-Sep-2020,2.35,2.65,1.78,1.85,0
ADRT,14-Sep-2020,4.27,4.96,3.45,4.13,0
ADRU,14-Sep-2020,1.5,1.52,1.16,1.21,0
ADRV,14-Sep-2020,1.38,1.5,1,1.03,0
ADRX,14-Sep-2020,1.86,2.02,1.4,1.45,0
ADVA,14-Sep-2020,118,141,114,139,127644400
ADVC,14-Sep-2020,86,151,86,150,39506300
ADVE,14-Sep-2020,1198,1921,1198,1908,924756300
ADVN,14-Sep-2020,1499,1639,1491,1562,3067425000
ADVQ,14-Sep-2020,1899,2121,1899,2102,2995770000
ADVS,14-Sep-2020,600,1056,600,1053,252756900
ADVT,14-Sep-2020,3516,3895,3516,3803,6190840000
ADVU,14-Sep-2020,1127,2425,1127,2422,3613585000
ADVV,14-Sep-2020,268,417,268,414,101121500
ADVX,14-Sep-2020,954,1623,954,1617,393384700
ASHD,14-Sep-2020,5,327,5,312,0
ASHF,14-Sep-2020,17,1397,17,1360,0
ASHR,14-Sep-2020,4.4,6.46,4.4,5.35,0
ASHU,14-Sep-2020,22,1684,22,1672,0
AVDA,14-Sep-2020,4.06,101.79,4.06,101.79,0
AVDC,14-Sep-2020,4.15,21.11,-0.97,-0.97,0
AVDE,14-Sep-2020,14.86,546.62,14.86,546.62,0
AVDN,14-Sep-2020,55.25,2477.29,55.25,2477.27,0
AVDQ,14-Sep-2020,98.84,2571.28,98.84,2571.28,0
AVDS,14-Sep-2020,5.25,139.45,5.25,139.41,0
AVDT,14-Sep-2020,158.16,5150.35,158.16,5150.35,0
AVDU,14-Sep-2020,180.49,1188.13,180.49,629.33,0
AVDV,14-Sep-2020,3.95,50.18,3.95,21.51,0
AVDX,14-Sep-2020,13.35,161.15,13.35,159.95,0
AVLD,14-Sep-2020,0.09,296.88,0.09,292.41,0
AVLF,14-Sep-2020,1.63,543.77,1.63,542.14,0
AVLR,14-Sep-2020,17.58,17.58,2.02,2.85,0
AVLU,14-Sep-2020,1.73,834.55,1.73,834.55,0
AVRA,14-Sep-2020,2.96,8.17,2.25,4.93,0
AVRC,14-Sep-2020,3.9,3.9,0.97,0.97,0
AVRE,14-Sep-2020,1.85,2.71,1.85,2.44,0
AVRN,14-Sep-2020,2.63,5.76,2.63,5.19,0
AVRQ,14-Sep-2020,3.37,7.46,3.37,7.05,0
AVRS,14-Sep-2020,2.34,2.53,1.93,2.22,0
AVRT,14-Sep-2020,3.03,6.54,3.03,5.94,0
AVRU,14-Sep-2020,2.11,2.64,1.07,1.21,0
AVRV,14-Sep-2020,1.59,2.48,1.16,1.27,0
AVRX,14-Sep-2020,2.11,2.22,1.62,1.68,0
AVVA,14-Sep-2020,6.13,127.64,6.13,127.64,0
AVVC,14-Sep-2020,5.59,47.82,4.63,39.5,0
AVVE,14-Sep-2020,32.19,924.75,32.19,924.75,0
AVVN,14-Sep-2020,89.07,3067.42,89.07,3067.42,0
AVVQ,14-Sep-2020,140.49,2995.77,140.49,2995.77,0
AVVS,14-Sep-2020,9.14,252.82,9.14,252.75,0
AVVT,14-Sep-2020,235.7,6190.83,235.7,6190.83,0
AVVU,14-Sep-2020,342.14,3647.14,342.14,3613.58,0
AVVV,14-Sep-2020,10.58,102.97,10.58,101.12,0
AVVX,14-Sep-2020,25.32,393.44,25.32,393.38,0
BANK,14-Sep-2020,2635.94,2691.98,2629.66,2677.53,0
BCMA,14-Sep-2020,3063,3391,3063,3308,0
BCMC,14-Sep-2020,100.58,101.32,100.58,101.32,0
BCMD,14-Sep-2020,621,791,531,683,0
BCME,14-Sep-2020,322,388,322,365,0
BCMF,14-Sep-2020,127,185,116,180,0
BCMG,14-Sep-2020,40,40,11,20,0
BCMM,14-Sep-2020,100.97,102.5,100.97,102.39,0
BCMU,14-Sep-2020,118,118,29,52,0
BDMA,14-Sep-2020,1618,1700,1618,1700,0
BDMC,14-Sep-2020,99.94,99.95,99.91,99.94,0
BDMD,14-Sep-2020,2114,2251,2114,2250,0
BDME,14-Sep-2020,221,254,221,254,0
BDMF,14-Sep-2020,243,275,243,274,0
BDMG,14-Sep-2020,24,36,24,36,0
BDMM,14-Sep-2020,99.66,99.66,99.65,99.65,0
BDMU,14-Sep-2020,70,93,70,93,0
BFMA,14-Sep-2020,1544,1669,1544,1669,0
BFMC,14-Sep-2020,99.34,99.46,99.34,99.46,0
BFMD,14-Sep-2020,2190,2296,2190,2295,0
BFME,14-Sep-2020,129,163,129,163,0
BFMF,14-Sep-2020,340,375,340,375,0
BFMG,14-Sep-2020,16,22,16,22,0
BFMM,14-Sep-2020,99.65,99.67,99.65,99.67,0
BFMU,14-Sep-2020,68,79,68,79,0
BGMA,14-Sep-2020,1845,1971,1845,1971,0
BGMC,14-Sep-2020,104.29,104.29,103.72,103.72,0
BGMD,14-Sep-2020,1881,1983,1881,1982,0
BGME,14-Sep-2020,211,245,211,245,0
BGMF,14-Sep-2020,252,285,252,284,0
BGMG,14-Sep-2020,21,30,21,30,0
BGMM,14-Sep-2020,100.11,100.12,100.1,100.11,0
BGMU,14-Sep-2020,76,90,76,90,0
BKX,14-Sep-2020,76.87,78.7,76.75,77.73,0
BWH,14-Sep-2020,200.36,202.21,199.63,201.75,0
BXD,14-Sep-2020,318.09,320.85,316.26,316.32,0
BXM,14-Sep-2020,1361.36,1367.89,1360.11,1365.33,0
BXN,14-Sep-2020,680.97,686.66,679.12,683.48,0
CASH,14-Sep-2020,1,1,1,1,0
CEX,14-Sep-2020,688.13,699.12,688.13,695.6,0
COMP,14-Sep-2020,11010.14,11118.29,10982.26,11056.65,0
CPR,14-Sep-2020,3.047,3.076,3.025,3.068,69884
CYM,14-Sep-2020,16.98,17.29,16.98,17.23,0
DCFD,14-Sep-2020,67.69,89.23,67.69,83.07,0
DCFI,14-Sep-2020,66.15,67.69,64.61,64.61,0
DCOF,14-Sep-2020,76.92,80,76.92,78.46,0
DCOH,14-Sep-2020,72.3,73.84,72.3,72.3,0
DCSE,14-Sep-2020,42510.98,42790.46,42046.37,42438.98,0
DCTH,14-Sep-2020,55.38,58.46,55.38,58.46,0
DCTW,14-Sep-2020,47.69,63.07,47.69,58.46,0
DDA,14-Sep-2020,28.03,43.45,25.23,25.86,0
DDB,14-Sep-2020,23.66,24.36,15.34,22.46,0
DECA,14-Sep-2020,39,54,39,50,25847600
DECC,14-Sep-2020,63,152,63,148,40480900
DECE,14-Sep-2020,190,290,190,290,378127300
DECN,14-Sep-2020,314,392,254,321,590150400
DECQ,14-Sep-2020,470,611,444,548,424485000
DECS,14-Sep-2020,255,570,255,567,113345200
DECT,14-Sep-2020,823,1047,748,919,1040483000
DECU,14-Sep-2020,751,2044,751,1999,2984249000
DECV,14-Sep-2020,193,413,193,399,79607000
DECX,14-Sep-2020,511,1121,511,1114,233433100
DIFD,14-Sep-2020,70,90,70,80,0
DIFI,14-Sep-2020,63.33,66.66,60,60,0
DIOF,14-Sep-2020,80,83.33,80,80,0
