Symbol,Date,Open,High,Low,Close,Volume
ADDA,15-Sep-2020,52,69,3,17,0
ADDC,15-Sep-2020,21,21,-49,-32,0
ADDE,15-Sep-2020,957,1319,918,980,0
ADDN,15-Sep-2020,1227,1227,-79,-10,0
ADDQ,15-Sep-2020,1207,1207,4,60,0
ADDS,15-Sep-2020,392,531,243,433,0
ADDT,15-Sep-2020,2486,2486,-44,67,0
ADDU,15-Sep-2020,383,396,76,255,0
ADDV,15-Sep-2020,121,124,3,59,0
ADDX,15-Sep-2020,534,603,271,460,0
ADRA,15-Sep-2020,2,2.16,1.03,1.2,0
ADRC,15-Sep-2020,1.33,1.33,0.72,0.8,0
ADRE,15-Sep-2020,6.09,6.17,2.58,2.59,0
ADRN,15-Sep-2020,5.18,5.18,0.91,0.98,0
ADRQ,15-Sep-2020,3.19,3.19,1,1.04,0
ADRS,15-Sep-2020,2.77,3.06,1.56,1.72,0
ADRT,15-Sep-2020,3.77,3.77,0.98,1.02,0
ADRU,15-Sep-2020,1.6,1.6,1.03,1.12,0
ADRV,15-Sep-2020,1.81,1.81,1,1.16,0
ADRX,15-Sep-2020,2.23,2.31,1.31,1.4,0
ADVA,15-Sep-2020,104,128,87,102,70172100
ADVC,15-Sep-2020,84,137,84,135,38595700
ADVE,15-Sep-2020,1145,1650,1145,1594,692283400
ADVN,15-Sep-2020,1520,1520,901,930,1821160000
ADVQ,15-Sep-2020,1758,1790,1321,1334,2323824000
ADVS,15-Sep-2020,613,1048,613,1033,220708500
ADVT,15-Sep-2020,3382,3382,2331,2366,4215156000
ADVU,15-Sep-2020,1019,2340,1019,2337,4319160000
ADVV,15-Sep-2020,270,419,270,419,103922800
ADVX,15-Sep-2020,967,1589,967,1587,363227000
ASHD,15-Sep-2020,42,591,42,569,0
ASHF,15-Sep-2020,172,1211,172,843,0
ASHR,15-Sep-2020,5.09,5.09,2.35,2.48,0
ASHU,15-Sep-2020,214,1565,214,1412,0
AVDA,15-Sep-2020,1.54,15.76,-16.19,-15.29,0
AVDC,15-Sep-2020,-0.46,7.08,-12.78,7.08,0
AVDE,15-Sep-2020,19.28,334.66,19.28,173.29,0
AVDN,15-Sep-2020,76.53,627.44,-263.13,-228.71,0
AVDQ,15-Sep-2020,89.09,1303.37,89.09,1240.15,0
AVDS,15-Sep-2020,16.37,140.9,15.7,98.49,0
AVDT,15-Sep-2020,167.16,1811.48,167.16,996.15,0
AVDU,15-Sep-2020,149.27,1108.45,-178.16,1108.45,0
AVDV,15-Sep-2020,5.51,29.11,-1.53,21.34,0
AVDX,15-Sep-2020,21.42,154.99,18.52,126.92,0
AVLD,15-Sep-2020,0.63,524.77,0.63,504.78,0
AVLF,15-Sep-2020,3.75,271.86,-20.07,37.89,0
AVLR,15-Sep-2020,6.87,6.87,0.9,1.07,0
AVLU,15-Sep-2020,4.39,568.79,4.39,542.67,0
AVRA,15-Sep-2020,1.42,1.61,0.57,0.82,0
AVRC,15-Sep-2020,0.79,1.22,0.44,1.22,0
AVRE,15-Sep-2020,2.45,2.45,1.22,1.33,0
AVRN,15-Sep-2020,3.3,3.3,0.84,0.88,0
AVRQ,15-Sep-2020,2.8,3.35,1.53,2.14,0
AVRS,15-Sep-2020,9.53,9.53,1.44,1.8,0
AVRT,15-Sep-2020,2.93,2.93,1.12,1.3,0
AVRU,15-Sep-2020,2.13,2.55,0.91,1.34,0
AVRV,15-Sep-2020,2.07,2.07,0.94,1.25,0
AVRX,15-Sep-2020,3.31,3.31,1.27,1.53,0
AVVA,15-Sep-2020,5.16,70.17,5.16,70.17,0
AVVC,15-Sep-2020,1.76,38.71,1.76,38.59,0
AVVE,15-Sep-2020,32.52,692.28,32.52,692.28,0
AVVN,15-Sep-2020,109.68,1821.16,109.68,1821.16,0
AVVQ,15-Sep-2020,138.51,2323.82,138.51,2323.82,0
AVVS,15-Sep-2020,18.29,220.75,18.29,220.7,0
AVVT,15-Sep-2020,253.36,4215.15,253.36,4215.15,0
AVVU,15-Sep-2020,280.71,4378.14,280.71,4319.16,0
AVVV,15-Sep-2020,10.62,103.92,10.62,103.92,0
AVVX,15-Sep-2020,30.68,363.27,30.68,363.22,0
BANK,15-Sep-2020,2686.2,2686.73,2631.2,2632.69,0
BCMA,15-Sep-2020,2973,2973,1920,1962,0
BCMC,15-Sep-2020,100.48,100.7,100.1,100.46,0
BCMD,15-Sep-2020,685,2046,685,1988,0
BCME,15-Sep-2020,331,363,270,321,0
BCMF,15-Sep-2020,118,228,97,213,0
BCMG,15-Sep-2020,31,54,28,36,0
BCMM,15-Sep-2020,100.74,100.89,100.1,100.18,0
BCMU,15-Sep-2020,132,132,55,88,0
BDMA,15-Sep-2020,3136,3304,3136,3304,0
BDMC,15-Sep-2020,101.55,101.55,101.31,101.33,0
BDMD,15-Sep-2020,612,683,612,683,0
BDME,15-Sep-2020,322,370,322,370,0
BDMF,15-Sep-2020,147,179,147,178,0
BDMG,15-Sep-2020,11,21,11,21,0
BDMM,15-Sep-2020,102.47,102.47,102.39,102.39,0
BDMU,15-Sep-2020,42,51,41,51,0
BFMA,15-Sep-2020,882,953,882,953,0
BFMC,15-Sep-2020,99.07,99.18,99.07,99.17,0
BFMD,15-Sep-2020,2852,3022,2852,3022,0
BFME,15-Sep-2020,150,182,150,182,0
BFMF,15-Sep-2020,302,353,302,352,0
BFMG,15-Sep-2020,25,31,25,31,0
BFMM,15-Sep-2020,98.54,98.58,98.53,98.58,0
BFMU,15-Sep-2020,56,63,56,63,0
BGMA,15-Sep-2020,1886,1971,1886,1971,0
BGMC,15-Sep-2020,101.29,101.29,101.19,101.2,0
BGMD,15-Sep-2020,1853,2002,1853,2002,0
BGME,15-Sep-2020,275,318,275,318,0
BGMF,15-Sep-2020,184,221,184,220,0
BGMG,15-Sep-2020,17,27,17,27,0
BGMM,15-Sep-2020,100.37,100.37,100.32,100.33,0
BGMU,15-Sep-2020,51,65,51,65,0
BKX,15-Sep-2020,77.72,77.84,75.95,76.1,0
BWH,15-Sep-2020,201.75,202.21,197.41,198.98,0
BXD,15-Sep-2020,320.32,321.82,315.83,320.01,0
BXM,15-Sep-2020,1371.27,1373.02,1368.38,1371.2,0
BXN,15-Sep-2020,690.68,693.64,688.47,691.69,0
CASH,15-Sep-2020,1,1,1,1,0
CEX,15-Sep-2020,698.42,702.62,697.27,697.3,0
COMP,15-Sep-2020,11193.96,11244.46,11127.98,11190.32,0
CPR,15-Sep-2020,3.06,3.09,3.04,3.06,259
CYM,15-Sep-2020,17.23,17.3,17.09,17.1,0
DCFD,15-Sep-2020,87.69,87.69,66.15,76.92,0
DCFI,15-Sep-2020,69.23,70.76,66.15,67.69,0
DCOF,15-Sep-2020,80,80,76.92,76.92,0
DCOH,15-Sep-2020,75.38,76.92,72.3,72.3,0
DCSE,15-Sep-2020,43031.37,43304.9,42796.4,43008.68,0
DCTH,15-Sep-2020,58.46,60,58.46,58.46,0
DCTW,15-Sep-2020,66.15,70.76,56.92,60,0
DDA,15-Sep-2020,25.49,33.23,23.57,25.18,0
DDB,15-Sep-2020,21.41,22.28,12.69,21.91,0
DECA,15-Sep-2020,52,85,52,85,85462500
DECC,15-Sep-2020,63,179,63,167,31515100
DECE,15-Sep-2020,188,616,188,614,518988700
DECN,15-Sep-2020,293,980,293,940,2049875000
DECQ,15-Sep-2020,551,1317,551,1274,1083665000
DECS,15-Sep-2020,221,623,221,600,122208600
DECT,15-Sep-2020,896,2375,896,2299,3219003000
DECU,15-Sep-2020,636,2132,636,2082,3210704000
DECV,15-Sep-2020,149,376,149,360,82578400
DECX,15-Sep-2020,433,1167,433,1127,236302100
DIFD,15-Sep-2020,86.66,86.66,66.66,73.33,0
DIFI,15-Sep-2020,70,70,63.33,66.66,0
DIOF,15-Sep-2020,83.33,83.33,76.66,76.66,0
DIOH,15-Sep-2020,83.33,83.33,76.66,76.66,0
DITH,15-Sep-2020,70,70,70,70,0
DITW,15-Sep-2020,56.66,63.33,46.66,50,0
DIVQ,15-Sep-2020,3505.42,3525.67,3497.39,3514.96,0
DJC,15-Sep-2020,9295.4,9341.73,9270.99,9291.14,590199900
DJEC,15-Sep-2020,1680.13,1685.81,1668.22,1678.93,0
DJI,15-Sep-2020,28139.76,28231.06,27931.45,27995.6,418892000
DJT,15-Sep-2020,11405.19,11521.33,11368.2,11476.96,130118400
DJU,15-Sep-2020,813.86,830.43,813.85,818.68,41189300
DJWO,15-Sep-2020,436.7,440.66,436.33,438.9,0
DJX,15-Sep-2020,281.4,282.31,279.31,279.96,0
DLTC,15-Sep-2020,2949.97,2960.89,2914.93,2936.31,0
DOWE,15-Sep-2020,1537.07,1550.37,1532.96,1539.25,0
DRCI,15-Sep-2020,258.64,263.01,258.59,260.65,0
DREI,15-Sep-2020,361.14,367.52,361.09,364.24,0
DSAE,15-Sep-2020,1221.14,1227.66,1206.49,1209.88,36773300
DSAF,15-Sep-2020,1326.22,1341.73,1312.03,1336.53,14258200
DSAG,15-Sep-2020,181.93,181.93,179.33,179.46,22151300
