Symbol,Date,Open,High,Low,Close,Volume
ADDA,04-Sep-2020,-25,-25,-128,-33,0
ADDC,04-Sep-2020,-17,-5,-90,-6,0
ADDE,04-Sep-2020,392,392,-1470,-585,0
ADDN,04-Sep-2020,1058,1058,-1077,-157,0
ADDQ,04-Sep-2020,360,360,-1576,-673,0
ADDS,04-Sep-2020,63,63,-975,-797,0
ADDT,04-Sep-2020,1393,1393,-2746,-863,0
ADDU,04-Sep-2020,121,121,-916,-302,0
ADDV,04-Sep-2020,-1,-1,-316,-161,0
ADDX,04-Sep-2020,45,45,-1363,-964,0
ADRA,04-Sep-2020,0.72,0.76,0.2,0.7,0
ADRC,04-Sep-2020,0.79,0.96,0.45,0.95,0
ADRE,04-Sep-2020,1.7,1.7,0.15,0.58,0
ADRN,04-Sep-2020,3.65,3.65,0.27,0.84,0
ADRQ,04-Sep-2020,1.34,1.34,0.24,0.59,0
ADRS,04-Sep-2020,1.15,1.15,0.21,0.36,0
ADRT,04-Sep-2020,1.9,1.9,0.26,0.68,0
ADRU,04-Sep-2020,1.13,1.13,0.56,0.87,0
ADRV,04-Sep-2020,0.99,0.99,0.37,0.66,0
ADRX,04-Sep-2020,1.06,1.06,0.28,0.48,0
ADVA,04-Sep-2020,67,84,33,80,246446100
ADVC,04-Sep-2020,64,134,64,132,31252600
ADVE,04-Sep-2020,952,952,265,814,1363853000
ADVN,04-Sep-2020,1456,1456,402,859,1985591000
ADVQ,04-Sep-2020,1401,1401,516,972,1449760000
ADVS,04-Sep-2020,465,465,255,465,95263400
ADVT,04-Sep-2020,2924,2924,971,1911,3681798000
ADVU,04-Sep-2020,988,2089,988,2089,3380610000
ADVV,04-Sep-2020,207,321,182,321,66567900
ADVX,04-Sep-2020,736,920,522,918,193083900
ASHD,04-Sep-2020,130,1660,130,1291,0
ASHF,04-Sep-2020,63,552,-1392,-569,0
ASHR,04-Sep-2020,1.48,2.36,0.16,0.55,0
ASHU,04-Sep-2020,193,970,193,722,0
AVDA,04-Sep-2020,25.87,152.19,-35.78,147.32,0
AVDC,04-Sep-2020,-2.74,5.67,-11.05,5.67,0
AVDE,04-Sep-2020,9.43,135.75,-591.1,-85.46,0
AVDN,04-Sep-2020,62.21,335.09,-847.23,-194.36,0
AVDQ,04-Sep-2020,-40.39,156.02,-1292.8,-753.83,0
AVDS,04-Sep-2020,1.86,1.86,-227.33,-227.33,0
AVDT,04-Sep-2020,47.69,599.62,-1985.48,-800.87,0
AVDU,04-Sep-2020,-115.16,1551.37,-539.47,1551.37,0
AVDV,04-Sep-2020,0.17,3.25,-35.05,-5.57,0
AVDX,04-Sep-2020,-0.7,-0.7,-234.32,-227.22,0
AVLD,04-Sep-2020,8.18,997.53,8.18,990.25,0
AVLF,04-Sep-2020,3.09,447.68,-544.97,198.81,0
AVLR,04-Sep-2020,1.37,2.47,0.34,1.2,0
AVLU,04-Sep-2020,11.28,1189.07,11.28,1189.07,0
AVRA,04-Sep-2020,3.65,3.65,0.51,2.48,0
AVRC,04-Sep-2020,0.47,1.22,0.44,1.22,0
AVRE,04-Sep-2020,1.14,1.14,0.38,0.94,0
AVRN,04-Sep-2020,1.91,1.91,0.21,0.91,0
AVRQ,04-Sep-2020,0.69,1.11,0.14,0.65,0
AVRS,04-Sep-2020,1.15,1.15,0.12,0.29,0
AVRT,04-Sep-2020,1.22,1.22,0.2,0.82,0
AVRU,04-Sep-2020,0.67,1.87,0.67,1.84,0
AVRV,04-Sep-2020,1.02,1.26,0.4,0.92,0
AVRX,04-Sep-2020,0.97,0.97,0.22,0.45,0
AVVA,04-Sep-2020,35.62,246.44,28.8,246.44,0
AVVC,04-Sep-2020,2.5,31.62,2.5,31.25,0
AVVE,04-Sep-2020,73.07,1363.85,73.07,1363.85,0
AVVN,04-Sep-2020,130.42,1985.59,130.42,1985.59,0
AVVQ,04-Sep-2020,92.9,1554.58,92.9,1449.76,0
AVVS,04-Sep-2020,14.22,95.26,9.49,95.26,0
AVVT,04-Sep-2020,258.95,3776.01,258.95,3681.79,0
AVVU,04-Sep-2020,237.2,3765.25,237.2,3380.6,0
AVVV,04-Sep-2020,6.52,66.56,6.52,66.56,0
AVVX,04-Sep-2020,23.24,193.08,21.6,193.08,0
BANK,04-Sep-2020,2788.2,2808.96,2738.21,2781.53,0
BCMA,04-Sep-2020,2593,2593,835,1660,0
BCMC,04-Sep-2020,100,100,97.98,99.48,0
BCMD,04-Sep-2020,1182,3078,1182,2285,0
BCME,04-Sep-2020,249,249,69,168,0
BCMF,04-Sep-2020,196,462,196,374,0
BCMG,04-Sep-2020,39,42,18,23,0
BCMM,04-Sep-2020,100.56,100.56,97.65,99.68,0
BCMU,04-Sep-2020,91,91,37,77,0
BDMA,04-Sep-2020,668,710,668,710,0
BDMC,04-Sep-2020,98.53,98.56,98.49,98.55,0
BDMD,04-Sep-2020,3147,3250,3147,3250,0
BDME,04-Sep-2020,85,101,85,101,0
BDMF,04-Sep-2020,381,436,381,435,0
BDMG,04-Sep-2020,18,29,18,29,0
BDMM,04-Sep-2020,97.5,97.55,97.5,97.55,0
BDMU,04-Sep-2020,51,62,51,62,0
BFMA,04-Sep-2020,2695,2785,2695,2785,0
BFMC,04-Sep-2020,101.06,101.08,100.97,100.99,0
BFMD,04-Sep-2020,1104,1156,1104,1156,0
BFME,04-Sep-2020,273,301,273,301,0
BFMF,04-Sep-2020,182,228,182,228,0
BFMG,04-Sep-2020,26,33,26,33,0
BFMM,04-Sep-2020,101.23,101.24,101.23,101.23,0
BFMU,04-Sep-2020,67,81,67,81,0
BGMA,04-Sep-2020,2504,2597,2504,2597,0
BGMC,04-Sep-2020,100.05,100.09,100.02,100.09,0
BGMD,04-Sep-2020,1315,1367,1315,1367,0
BGME,04-Sep-2020,221,260,221,260,0
BGMF,04-Sep-2020,239,270,239,270,0
BGMG,04-Sep-2020,19,30,19,30,0
BGMM,04-Sep-2020,101.2,101.22,101.2,101.21,0
BGMU,04-Sep-2020,47,58,47,58,0
BKX,04-Sep-2020,79.33,80.31,77.64,79.23,0
BWH,04-Sep-2020,204.52,205.54,202.21,203.41,0
BXD,04-Sep-2020,317.75,317.75,312.47,316.7,0
BXM,04-Sep-2020,1361.54,1365.2,1337.28,1358.42,0
BXN,04-Sep-2020,686.57,690,665.87,684.27,0
CASH,04-Sep-2020,1,1,1,1,0
CEX,04-Sep-2020,683.3,687.2,670.22,680.45,0
COMP,04-Sep-2020,11416.87,11531.18,10875.87,11313.13,0
CPR,04-Sep-2020,2.9785,3.0835,2.9645,3.062,78655
CYM,04-Sep-2020,17.33,17.55,17.15,17.39,0
DCFD,04-Sep-2020,60,60,20,33.84,0
DCFI,04-Sep-2020,75.38,75.38,63.07,72.3,0
DCOF,04-Sep-2020,76.92,76.92,73.84,75.38,0
DCOH,04-Sep-2020,73.84,73.84,69.23,70.76,0
DCSE,04-Sep-2020,43101.06,43818.95,41325.9,42936.8,0
DCTH,04-Sep-2020,58.46,60,55.38,58.46,0
DCTW,04-Sep-2020,70.76,70.76,41.53,56.92,0
DDA,04-Sep-2020,32.28,57.33,26.94,31.24,0
DDB,04-Sep-2020,28.42,33.49,18.26,27.49,0
DECA,04-Sep-2020,92,161,92,113,99123600
DECC,04-Sep-2020,81,176,81,138,25573900
DECE,04-Sep-2020,560,1735,560,1399,1449319000
DECN,04-Sep-2020,398,1479,398,1016,2179958000
DECQ,04-Sep-2020,1041,2092,1041,1645,2203594000
DECS,04-Sep-2020,402,1308,402,1262,322600400
DECT,04-Sep-2020,1531,3723,1531,2774,4482676000
DECU,04-Sep-2020,867,2522,867,2391,1829232000
DECV,04-Sep-2020,208,522,208,482,72137900
DECX,04-Sep-2020,691,1996,691,1882,420312300
DIFD,04-Sep-2020,50,50,20,26.66,0
DIFI,04-Sep-2020,83.33,83.33,60,80,0
DIOF,04-Sep-2020,86.66,86.66,80,83.33,0
DIOH,04-Sep-2020,83.33,83.33,80,80,0
DITH,04-Sep-2020,73.33,76.66,70,73.33,0
DITW,04-Sep-2020,73.33,73.33,50,66.66,0
DIVQ,04-Sep-2020,3604.47,3620.6,3472.54,3566.09,0
DJC,04-Sep-2020,9294.61,9346.27,9094.33,9238.33,920372600
DJEC,04-Sep-2020,1742.66,1758.71,1645.25,1711.57,0
DJI,04-Sep-2020,28341.05,28539.75,27664.68,28133.31,700489700
DJT,04-Sep-2020,11236.4,11324.62,10981.13,11225.51,174481900
DJU,04-Sep-2020,811.34,814.41,793.09,803.7,45400900
DJWO,04-Sep-2020,441.21,442.05,429.85,436.69,0
DJX,04-Sep-2020,283.41,285.4,276.65,281.33,0
DLTC,04-Sep-2020,3018.53,3066.58,2864.06,3000.35,0
DOWE,04-Sep-2020,1512.96,1531.24,1489.89,1498.92,0
DRCI,04-Sep-2020,259.01,260.56,252.74,257.21,0
DREI,04-Sep-2020,362.06,364.23,353.27,359.51,0
DSAE,04-Sep-2020,1231.96,1239.61,1204.13,1221.1,43123300
DSAF,04-Sep-2020,1299.81,1317.28,1261.68,1307.96,7344600
