Symbol,Date,Open,High,Low,Close,Volume
AACG,11-Aug-2020,1.16,1.2799,1.15,1.15,34100
AACQU,11-Aug-2020,10.1,10.2,10.0699,10.2,304100
AAL,11-Aug-2020,15.02,15.1,13.55,13.73,127879200
AAME,11-Aug-2020,1.76,2.6,1.76,1.9,94500
AAOI,11-Aug-2020,14,14.54,13.45,13.57,1292900
AAON,11-Aug-2020,60,60.96,59.8,60.02,229000
AAPL,11-Aug-2020,447.88,449.93,436.4267,437.5,46975500
AAWW,11-Aug-2020,59.9,61.2,59.29,59.82,501600
AAXJ,11-Aug-2020,76.7,76.88,75.975,76.03,1507400
AAXN,11-Aug-2020,83.5,83.5,79.12,79.23,940500
ABCB,11-Aug-2020,27,27.81,26.46,26.78,327100
ABEO,11-Aug-2020,3.01,3.145,2.87,2.91,960000
ABIO,11-Aug-2020,6.93,6.968,6.7,6.79,963800
ABMD,11-Aug-2020,300.01,302.05,294.09,294.87,429400
ABTX,11-Aug-2020,27.68,27.81,26.98,27.11,39800
ABUS,11-Aug-2020,3.66,3.97,3.34,3.44,13328400
ACAD,11-Aug-2020,41.12,41.26,39.92,40.23,1160400
ACAM,11-Aug-2020,10.19,10.2,10.17,10.18,41600
ACAMU,11-Aug-2020,10.13,10.4,10.13,10.3,3000
ACAMW,11-Aug-2020,0.93,0.93,0.93,0.93,300
ACBI,11-Aug-2020,11.57,11.92,11.57,11.76,72400
ACCD,11-Aug-2020,37.3,38.2885,34.52,36.15,221400
ACER,11-Aug-2020,5.16,5.43,4.7701,4.96,768500
ACGL,11-Aug-2020,33.44,33.68,32.695,32.85,1631400
ACGLO,11-Aug-2020,26.27,26.3,26.14,26.1501,34400
ACGLP,11-Aug-2020,25.55,25.55,25.48,25.55,34400
ACHC,11-Aug-2020,32.23,32.95,31.41,31.49,449000
ACHV,11-Aug-2020,11.06,11.08,9.8,9.84,343900
ACIA,11-Aug-2020,68.5,68.54,68.1,68.33,633900
ACIU,11-Aug-2020,6.6,6.83,6.42,6.64,428800
ACIW,11-Aug-2020,30.75,31.18,30.29,30.74,1015100
