Symbol,Date,Open,High,Low,Close,Volume
ADDA,26-Aug-2020,-15,17,-24,5,0
ADDC,26-Aug-2020,-4,-4,-63,-48,0
ADDE,26-Aug-2020,-18,386,-102,386,0
ADDN,26-Aug-2020,-687,-210,-772,-614,0
ADDQ,26-Aug-2020,-208,-151,-711,-592,0
ADDS,26-Aug-2020,-47,603,-47,603,0
ADDT,26-Aug-2020,-910,-359,-1414,-1201,0
ADDU,26-Aug-2020,37,425,14,425,0
ADDV,26-Aug-2020,16,215,16,206,0
ADDX,26-Aug-2020,-35,779,-35,761,0
ADRA,26-Aug-2020,0.81,1.21,0.75,1.05,0
ADRC,26-Aug-2020,0.94,0.94,0.63,0.72,0
ADRE,26-Aug-2020,0.97,1.49,0.87,1.49,0
ADRN,26-Aug-2020,0.44,0.79,0.41,0.5,0
ADRQ,26-Aug-2020,0.83,0.88,0.57,0.63,0
ADRS,26-Aug-2020,0.89,2.09,0.89,2.09,0
ADRT,26-Aug-2020,0.64,0.85,0.53,0.59,0
ADRU,26-Aug-2020,1.04,1.21,1.01,1.21,0
ADRV,26-Aug-2020,1.08,1.68,1.08,1.67,0
ADRX,26-Aug-2020,0.95,1.76,0.95,1.73,0
ADVA,26-Aug-2020,68,101,68,95,251419900
ADVC,26-Aug-2020,66,128,66,128,57083300
ADVE,26-Aug-2020,606,1173,606,1173,745741500
ADVN,26-Aug-2020,551,819,541,635,1594166000
ADVQ,26-Aug-2020,1022,1155,945,1024,1886692000
ADVS,26-Aug-2020,394,1156,394,1156,200440600
ADVT,26-Aug-2020,1641,2060,1600,1754,3732278000
ADVU,26-Aug-2020,792,2429,792,2426,6480606000
ADVV,26-Aug-2020,209,527,209,513,123908300
ADVX,26-Aug-2020,669,1797,669,1797,381432200
ASHD,26-Aug-2020,160,837,160,745,0
ASHF,26-Aug-2020,-3,329,-136,308,0
ASHR,26-Aug-2020,0.98,1.44,0.82,1.41,0
ASHU,26-Aug-2020,157,1063,157,1053,0
AVDA,26-Aug-2020,-3.45,167.9,-3.45,166.14,0
AVDC,26-Aug-2020,2.32,37.48,-7.67,10.29,0
AVDE,26-Aug-2020,50.26,50.71,50.26,50.65,10500
AVDN,26-Aug-2020,12.38,73.33,-432.02,-428.14,0
AVDQ,26-Aug-2020,44.26,655.74,44.26,655.74,0
AVDS,26-Aug-2020,-0.68,91.99,-0.68,91.98,0
AVDT,26-Aug-2020,53.19,540.34,53.19,393.74,0
AVDU,26-Aug-2020,-32.72,4464.13,-32.72,4464.13,0
AVDV,26-Aug-2020,48.12,48.44,48.09,48.36,14900
AVDX,26-Aug-2020,2.46,166.81,2.46,166.81,0
AVLD,26-Aug-2020,5.65,491.88,5.65,491.88,0
AVLF,26-Aug-2020,-2.48,337.15,-21.67,326.8,0
AVLR,26-Aug-2020,0.56,1.86,0.33,1.66,0
AVLU,26-Aug-2020,3.16,818.69,3.16,818.69,0
AVRA,26-Aug-2020,0.59,3.27,0.59,2.94,0
AVRC,26-Aug-2020,1.73,3.58,0.84,1.22,0
AVRE,26-Aug-2020,0.64,1.5,0.64,1.43,0
AVRN,26-Aug-2020,1.18,1.29,0.78,0.78,0
AVRQ,26-Aug-2020,1.57,2.02,1.19,1.53,0
AVRS,26-Aug-2020,0.88,1.87,0.88,1.84,0
AVRT,26-Aug-2020,1.35,1.63,1.04,1.11,0
AVRU,26-Aug-2020,0.84,3.21,0.84,3.21,0
AVRV,26-Aug-2020,1.11,2.29,1.11,2.08,0
AVRX,26-Aug-2020,1.15,1.97,1.15,1.77,0
AVVA,26-Aug-2020,5.03,251.41,5.03,251.41,0
AVVC,26-Aug-2020,5.48,57.37,5.48,57.08,0
AVVE,26-Aug-2020,16.45,745.74,16.45,745.74,0
AVVN,26-Aug-2020,78.69,1594.16,78.69,1594.16,0
AVVQ,26-Aug-2020,120.67,1886.69,120.67,1886.69,0
AVVS,26-Aug-2020,5.4,200.46,5.4,200.44,0
AVVT,26-Aug-2020,204.4,3732.27,204.4,3732.27,0
AVVU,26-Aug-2020,181.39,6493.86,181.39,6480.6,0
AVVV,26-Aug-2020,7.81,123.9,7.81,123.9,0
AVVX,26-Aug-2020,18.71,381.43,18.71,381.43,0
