Symbol,Date,Open,High,Low,Close,Volume
ADDA,29-Jul-2020,17,20,-50,4,0
ADDC,29-Jul-2020,15,15,-41,-3,0
ADDE,29-Jul-2020,806,1723,772,1723,0
ADDN,29-Jul-2020,1074,1202,482,1184,0
ADDQ,29-Jul-2020,932,932,231,795,0
ADDS,29-Jul-2020,50,496,-55,496,0
ADDT,29-Jul-2020,2023,2083,670,1983,0
ADDU,29-Jul-2020,172,172,-125,99,0
ADDV,29-Jul-2020,95,95,-132,-85,0
ADDX,29-Jul-2020,160,411,-104,411,0
ADRA,29-Jul-2020,1.24,1.24,0.56,1.04,0
ADRC,29-Jul-2020,1.2,1.2,0.73,1,0
ADRE,29-Jul-2020,4.16,7.6,3.42,7.6,0
ADRN,29-Jul-2020,3.95,4.5,1.7,4.39,0
ADRQ,29-Jul-2020,2.44,2.44,1.2,1.88,0
ADRS,29-Jul-2020,1.13,1.82,0.88,1.82,0
ADRT,29-Jul-2020,2.87,2.87,1.34,2.48,0
ADRU,29-Jul-2020,1.23,1.23,0.93,1.04,0
ADRV,29-Jul-2020,1.58,1.58,0.7,0.81,0
ADRX,29-Jul-2020,1.26,1.34,0.9,1.34,0
ADVA,29-Jul-2020,87,106,66,97,107427000
ADVC,29-Jul-2020,87,144,87,144,43700400
ADVE,29-Jul-2020,1061,1984,1061,1984,949749400
ADVN,29-Jul-2020,1438,1545,1169,1533,3242670000
ADVQ,29-Jul-2020,1579,1737,1362,1690,2226186000
ADVS,29-Jul-2020,424,1100,420,1100,210942100
ADVT,29-Jul-2020,3104,3377,2600,3320,5576283000
ADVU,29-Jul-2020,919,2253,919,2249,1641016000
ADVV,29-Jul-2020,258,372,258,372,127954000
ADVX,29-Jul-2020,769,1616,769,1616,382596600
ASHD,29-Jul-2020,27,458,27,336,0
ASHF,29-Jul-2020,71,1313,71,1312,0
ASHR,29-Jul-2020,3.62,4.93,2.61,4.9,0
ASHU,29-Jul-2020,98,1648,98,1648,0
AVDA,29-Jul-2020,-4.5,29.88,-111.7,-90.32,0
AVDC,29-Jul-2020,2.53,3.45,-17.5,3.17,0
AVDE,29-Jul-2020,8.09,496.34,0.9,495.69,0
AVDN,29-Jul-2020,134.51,2171.26,90.03,2171.26,0
AVDQ,29-Jul-2020,42.85,754.65,-10.11,754.65,0
AVDS,29-Jul-2020,-2.71,54.68,-48.6,54.68,0
AVDT,29-Jul-2020,172.86,2835.59,135.23,2835.59,0
AVDU,29-Jul-2020,5.96,71.37,-1809.03,-1373.68,0
AVDV,29-Jul-2020,6.79,17.35,-5.28,-5.28,0
AVDX,29-Jul-2020,6.61,52.57,-49.85,52.57,0
AVLD,29-Jul-2020,0.87,556.12,0.87,551.87,0
AVLF,29-Jul-2020,0.62,463.77,-18.09,327.22,0
AVLR,29-Jul-2020,1.7,2.67,0.78,1.59,0
AVLU,29-Jul-2020,1.49,879.1,1.49,879.1,0
AVRA,29-Jul-2020,0.59,1.29,0.42,0.54,0
AVRC,29-Jul-2020,2.22,2.22,0.57,1.07,0
AVRE,29-Jul-2020,1.45,3.09,1.02,2.09,0
AVRN,29-Jul-2020,4.65,4.65,1.36,3.02,0
AVRQ,29-Jul-2020,1.38,1.51,0.98,1.51,0
AVRS,29-Jul-2020,0.77,1.34,0.46,1.34,0
AVRT,29-Jul-2020,2.08,2.08,1.12,2.03,0
AVRU,29-Jul-2020,1.05,1.45,0.46,0.54,0
AVRV,29-Jul-2020,2.1,2.1,0.95,0.96,0
AVRX,29-Jul-2020,1.32,1.32,0.75,1.15,0
AVVA,29-Jul-2020,6.66,130.17,6.66,107.42,0
AVVC,29-Jul-2020,4.6,43.7,4.6,43.7,0
AVVE,29-Jul-2020,26.03,949.74,26.03,949.74,0
AVVN,29-Jul-2020,171.33,3242.67,171.33,3242.67,0
AVVQ,29-Jul-2020,153.85,2226.18,153.85,2226.18,0
AVVS,29-Jul-2020,9.13,210.94,9.13,210.94,0
AVVT,29-Jul-2020,331.85,5576.28,331.85,5576.28,0
AVVU,29-Jul-2020,105.76,1669.96,105.76,1641.01,0
AVVV,29-Jul-2020,12.94,127.95,12.94,127.95,0
AVVX,29-Jul-2020,26.67,382.59,26.67,382.59,0
BANK,29-Jul-2020,2638.62,2715.75,2626.86,2713.45,0
BCMA,29-Jul-2020,2786,3065,2360,3010,0
BCMC,29-Jul-2020,100.36,100.74,99.83,100.74,0
BCMD,29-Jul-2020,826,1533,826,969,0
BCME,29-Jul-2020,227,322,207,320,0
BCMF,29-Jul-2020,201,283,201,211,0
BCMG,29-Jul-2020,42,43,26,35,0
BCMM,29-Jul-2020,100.8,101.86,100.56,101.74,0
BCMU,29-Jul-2020,139,139,34,59,0
BDMA,29-Jul-2020,1218,1317,1218,1317,0
BDMC,29-Jul-2020,100.36,100.43,100.35,100.43,0
BDMD,29-Jul-2020,2468,2634,2468,2634,0
BDME,29-Jul-2020,231,284,231,284,0
BDMF,29-Jul-2020,216,250,216,249,0
BDMG,29-Jul-2020,21,31,21,31,0
BDMM,29-Jul-2020,99.34,99.35,99.29,99.35,0
BDMU,29-Jul-2020,65,87,65,87,0
BFMA,29-Jul-2020,1893,2006,1893,2006,0
BFMC,29-Jul-2020,100.44,100.44,100.31,100.31,0
BFMD,29-Jul-2020,1795,1947,1795,1947,0
BFME,29-Jul-2020,227,267,227,266,0
BFMF,29-Jul-2020,212,255,212,255,0
BFMG,29-Jul-2020,25,39,25,39,0
BFMM,29-Jul-2020,100.14,100.15,100.12,100.12,0
BFMU,29-Jul-2020,63,85,63,85,0
BGMA,29-Jul-2020,2672,2841,2672,2841,0
BGMC,29-Jul-2020,101.33,101.33,101.19,101.2,0
BGMD,29-Jul-2020,1017,1125,1017,1125,0
BGME,29-Jul-2020,311,357,311,357,0
BGMF,29-Jul-2020,129,167,129,166,0
BGMG,29-Jul-2020,16,28,16,28,0
BGMM,29-Jul-2020,101.27,101.27,101.21,101.21,0
BGMU,29-Jul-2020,58,68,58,68,0
BKX,29-Jul-2020,74.02,76.51,73.62,76.49,0
BWH,29-Jul-2020,193.53,197.13,193.53,196.95,0
BXD,29-Jul-2020,302.92,304.53,302.5,304.02,0
BXM,29-Jul-2020,1327.04,1332.71,1326.65,1331.41,0
BXN,29-Jul-2020,661.23,664.27,660.86,663.75,0
CASH,29-Jul-2020,1,1,1,1,0
CEX,29-Jul-2020,642.85,652.02,642.85,650.48,0
COMP,29-Jul-2020,10474.7,10567.91,10464,10542.94,0
CPR,29-Jul-2020,2.9145,2.9435,2.895,2.919,70941
DCFD,29-Jul-2020,56.25,57.81,40.62,56.25,0
DCFI,29-Jul-2020,67.18,71.87,64.06,68.75,0
DCOF,29-Jul-2020,87.5,87.5,82.81,84.37,0
DCOH,29-Jul-2020,51.56,54.68,50,53.12,0
DCSE,29-Jul-2020,39739.95,40017.69,39605.66,39882.76,0
DCTH,29-Jul-2020,45.31,45.31,43.75,45.31,0
DCTW,29-Jul-2020,65.62,70.31,62.5,68.75,0
DDA,29-Jul-2020,26.69,35.85,25.37,25.68,0
DDB,29-Jul-2020,25.03,25.27,18.93,23.98,0
DECA,29-Jul-2020,70,116,70,93,197755800
