Symbol,Date,Open,High,Low,Close,Volume
ADDA,10-Sep-2020,42,55,-55,-55,0
ADDC,10-Sep-2020,-8,-2,-36,-6,0
ADDE,10-Sep-2020,596,728,-1522,-1518,0
ADDN,10-Sep-2020,623,692,-1133,-1129,0
ADDQ,10-Sep-2020,1059,1128,-903,-893,0
ADDS,10-Sep-2020,195,195,-741,-735,0
ADDT,10-Sep-2020,1724,1875,-2087,-2077,0
ADDU,10-Sep-2020,125,233,-550,-456,0
ADDV,10-Sep-2020,111,144,-13,15,0
ADDX,10-Sep-2020,306,306,-747,-726,0
ADRA,10-Sep-2020,1.77,2.05,0.54,0.54,0
ADRC,10-Sep-2020,1,1,0.75,0.95,0
ADRE,10-Sep-2020,2.67,2.83,0.18,0.18,0
ADRN,10-Sep-2020,2.07,2.21,0.24,0.24,0
ADRQ,10-Sep-2020,2.74,2.8,0.48,0.49,0
ADRS,10-Sep-2020,1.68,1.68,0.39,0.39,0
ADRT,10-Sep-2020,2.39,2.5,0.38,0.38,0
ADRU,10-Sep-2020,1.17,1.2,0.76,0.8,0
ADRV,10-Sep-2020,1.78,1.86,0.96,1.03,0
ADRX,10-Sep-2020,1.61,1.61,0.57,0.58,0
ADVA,10-Sep-2020,96,107,65,67,31668000
ADVC,10-Sep-2020,74,139,74,136,27466100
ADVE,10-Sep-2020,952,1155,352,354,585777500
ADVN,10-Sep-2020,1203,1262,371,373,734595300
ADVQ,10-Sep-2020,1665,1786,864,867,1174565000
ADVS,10-Sep-2020,481,587,471,484,69415800
ADVT,10-Sep-2020,2964,3122,1306,1307,1940828000
ADVU,10-Sep-2020,854,1912,854,1912,4369483000
ADVV,10-Sep-2020,252,406,252,406,94749200
ADVX,10-Sep-2020,807,1057,807,1026,191631100
ASHD,10-Sep-2020,46,1573,46,1573,0
ASHF,10-Sep-2020,74,703,-1133,-1133,0
ASHR,10-Sep-2020,2.6,2.92,0.27,0.27,0
ASHU,10-Sep-2020,120,1148,120,440,0
AVDA,10-Sep-2020,7.6,47.92,-80.1,-80.1,0
AVDC,10-Sep-2020,3.54,8.51,-14.66,0.38,0
AVDE,10-Sep-2020,14.57,62.81,-793.94,-793.94,0
AVDN,10-Sep-2020,49.55,206.35,-2513.55,-2499.93,0
AVDQ,10-Sep-2020,71.26,487.37,-1047.19,-1047.19,0
AVDS,10-Sep-2020,3.1,8.02,-215.4,-215.35,0
AVDT,10-Sep-2020,128.41,644.72,-3631.45,-3627.23,0
AVDU,10-Sep-2020,-39.51,898.45,-1112.72,799.61,0
AVDV,10-Sep-2020,10.33,35.97,10.33,35.95,0
AVDX,10-Sep-2020,16.99,29.85,-180.02,-179.01,0
AVLD,10-Sep-2020,1.24,1187.76,1.24,1187.76,0
AVLF,10-Sep-2020,4.15,79.64,-752.92,-752.92,0
AVLR,10-Sep-2020,4.34,4.92,0.36,0.36,0
AVLU,10-Sep-2020,5.39,441.26,5.39,434.84,0
AVRA,10-Sep-2020,7.42,7.42,0.26,0.28,0
AVRC,10-Sep-2020,2.63,2.63,0.57,1.01,0
AVRE,10-Sep-2020,1.74,1.74,0.42,0.42,0
AVRN,10-Sep-2020,2.52,2.93,0.21,0.22,0
AVRQ,10-Sep-2020,2.61,3,0.52,0.52,0
AVRS,10-Sep-2020,1.65,1.65,0.24,0.24,0
AVRT,10-Sep-2020,2.65,2.87,0.34,0.34,0
AVRU,10-Sep-2020,0.68,1.36,0.61,1.22,0
AVRV,10-Sep-2020,3.92,4.6,1.48,1.61,0
AVRX,10-Sep-2020,2.62,2.62,0.51,0.51,0
AVVA,10-Sep-2020,8.78,69.51,8.78,31.66,0
AVVC,10-Sep-2020,5.71,29.03,3.71,27.46,0
AVVE,10-Sep-2020,34.03,585.77,34.03,585.77,0
AVVN,10-Sep-2020,81.95,870.78,81.95,734.59,0
AVVQ,10-Sep-2020,115.49,1190.95,115.49,1174.56,0
AVVS,10-Sep-2020,7.83,70.31,7.83,69.41,0
AVVT,10-Sep-2020,206.23,2076.16,206.23,1940.82,0
AVVU,10-Sep-2020,87.7,4429.52,87.7,4369.48,0
AVVV,10-Sep-2020,13.87,94.74,13.87,94.74,0
AVVX,10-Sep-2020,27.42,193.2,27.42,191.63,0
BANK,10-Sep-2020,2676.79,2683.62,2618.88,2618.88,0
BCMA,10-Sep-2020,2585,2709,1007,1010,0
BCMC,10-Sep-2020,100.24,100.32,99.06,99.16,0
BCMD,10-Sep-2020,1007,2954,997,2949,0
BCME,10-Sep-2020,254,275,135,146,0
BCMF,10-Sep-2020,158,408,158,395,0
BCMG,10-Sep-2020,54,54,24,26,0
BCMM,10-Sep-2020,100.57,100.73,98.92,98.92,0
BCMU,10-Sep-2020,132,132,53,66,0
BDMA,10-Sep-2020,2583,2738,2583,2738,0
BDMC,10-Sep-2020,101.64,101.64,101.4,101.41,0
BDMD,10-Sep-2020,1092,1224,1092,1224,0
BDME,10-Sep-2020,342,393,342,393,0
BDMF,10-Sep-2020,105,143,105,141,0
BDMG,10-Sep-2020,19,31,19,31,0
