Symbol,Date,Open,High,Low,Close,Volume
ADDA,19-Aug-2020,-31,-31,-64,-38,0
ADDC,19-Aug-2020,-4,-4,-58,-57,0
ADDE,19-Aug-2020,369,696,323,567,0
ADDN,19-Aug-2020,-140,618,-140,330,0
ADDQ,19-Aug-2020,56,655,49,526,0
ADDS,19-Aug-2020,-175,62,-175,62,0
ADDT,19-Aug-2020,-115,1087,-115,818,0
ADDU,19-Aug-2020,16,70,-265,-250,0
ADDV,19-Aug-2020,-13,-13,-214,-175,0
ADDX,19-Aug-2020,-192,-68,-232,-170,0
ADRA,19-Aug-2020,0.67,0.69,0.48,0.66,0
ADRC,19-Aug-2020,0.94,0.94,0.65,0.65,0
ADRE,19-Aug-2020,1.79,2.21,1.52,1.82,0
ADRN,19-Aug-2020,0.85,2,0.85,1.42,0
ADRQ,19-Aug-2020,1.05,1.68,1.04,1.5,0
ADRS,19-Aug-2020,0.64,1.09,0.64,1.08,0
ADRT,19-Aug-2020,0.94,1.61,0.94,1.42,0
ADRU,19-Aug-2020,1.01,1.06,0.87,0.88,0
ADRV,19-Aug-2020,0.93,0.93,0.5,0.62,0
ADRX,19-Aug-2020,0.75,0.91,0.75,0.87,0
ADVA,19-Aug-2020,63,77,60,77,100719600
ADVC,19-Aug-2020,73,115,73,109,28424500
ADVE,19-Aug-2020,836,1268,836,1256,322367300
ADVN,19-Aug-2020,837,1234,837,1106,1230912000
ADVQ,19-Aug-2020,1145,1611,1145,1562,1289341000
ADVS,19-Aug-2020,315,780,315,780,99804600
ADVT,19-Aug-2020,2045,2851,2045,2745,2620973000
ADVU,19-Aug-2020,897,1922,897,1922,2050873000
ADVV,19-Aug-2020,195,286,192,286,51597300
ADVX,19-Aug-2020,583,1175,583,1175,179826400
ASHD,19-Aug-2020,63,1031,63,1026,0
ASHF,19-Aug-2020,48,562,-144,-122,0
ASHR,19-Aug-2020,1.76,1.9,0.86,0.88,0
ASHU,19-Aug-2020,111,1186,111,904,0
AVDA,19-Aug-2020,11.85,34.44,-19.32,-8.15,0
AVDC,19-Aug-2020,-0.08,-0.08,-19.78,-15.84,0
AVDE,19-Aug-2020,-4.63,14.46,-80.59,-41.76,0
AVDN,19-Aug-2020,15.57,415.54,15.57,415.54,0
AVDQ,19-Aug-2020,23.95,424.27,23.95,424.27,0
AVDS,19-Aug-2020,-3.09,9.14,-38.61,-30.33,0
AVDT,19-Aug-2020,51.38,831.66,51.38,831.66,0
AVDU,19-Aug-2020,-98.24,37.28,-2675.82,-2675.82,0
AVDV,19-Aug-2020,-2.39,-2.39,-34.63,-34.63,0
AVDX,19-Aug-2020,-5.56,-5.1,-90.86,-80.82,0
AVLD,19-Aug-2020,2.45,600.56,2.45,596.03,0
AVLF,19-Aug-2020,7.77,50.15,-321.03,-293.51,0
AVLR,19-Aug-2020,4.16,4.16,0.43,0.5,0
AVLU,19-Aug-2020,10.23,351.13,10.23,302.52,0
AVRA,19-Aug-2020,2.26,2.47,0.81,0.92,0
AVRC,19-Aug-2020,0.97,0.97,0.5,0.64,0
AVRE,19-Aug-2020,0.79,1.1,0.76,0.88,0
AVRN,19-Aug-2020,1.26,1.98,1.23,1.5,0
AVRQ,19-Aug-2020,1.3,1.56,1.3,1.49,0
AVRS,19-Aug-2020,0.71,1.21,0.68,0.76,0
AVRT,19-Aug-2020,1.34,1.7,1.28,1.46,0
AVRU,19-Aug-2020,0.71,1.04,0.35,0.43,0
AVRV,19-Aug-2020,0.71,0.71,0.47,0.59,0
AVRX,19-Aug-2020,0.75,0.93,0.62,0.68,0
AVVA,19-Aug-2020,21.25,100.71,21.25,100.71,0
AVVC,19-Aug-2020,3.52,28.42,3.52,28.42,0
AVVE,19-Aug-2020,18.17,322.36,18.17,322.36,0
AVVN,19-Aug-2020,75.25,1230.91,75.25,1230.91,0
AVVQ,19-Aug-2020,101.83,1289.34,101.83,1289.34,0
