Symbol,Date,Open,High,Low,Close,Volume
ADDA,31-Aug-2020,-41,-22,-59,-43,0
ADDC,31-Aug-2020,29,29,-45,-13,0
ADDE,31-Aug-2020,-437,-366,-671,-671,0
ADDN,31-Aug-2020,-1048,-895,-1191,-1151,0
ADDQ,31-Aug-2020,-829,-450,-946,-753,0
ADDS,31-Aug-2020,-96,-96,-500,-412,0
ADDT,31-Aug-2020,-1918,-1460,-2177,-1947,0
ADDU,31-Aug-2020,78,152,-188,-74,0
ADDV,31-Aug-2020,145,145,12,65,0
ADDX,31-Aug-2020,78,78,-498,-360,0
ADRA,31-Aug-2020,0.62,0.79,0.52,0.62,0
ADRC,31-Aug-2020,1.43,1.43,0.72,0.91,0
ADRE,31-Aug-2020,0.55,0.69,0.47,0.53,0
ADRN,31-Aug-2020,0.28,0.35,0.22,0.24,0
ADRQ,31-Aug-2020,0.49,0.71,0.45,0.55,0
ADRS,31-Aug-2020,0.8,0.8,0.48,0.61,0
ADRT,31-Aug-2020,0.4,0.52,0.36,0.41,0
ADRU,31-Aug-2020,1.06,1.13,0.92,0.96,0
ADRV,31-Aug-2020,1.81,1.81,1.03,1.16,0
ADRX,31-Aug-2020,1.1,1.1,0.68,0.77,0
ADVA,31-Aug-2020,68,85,62,73,105280800
ADVC,31-Aug-2020,95,142,93,140,34648100
ADVE,31-Aug-2020,551,842,551,779,617702000
ADVN,31-Aug-2020,411,493,348,370,1231776000
ADVQ,31-Aug-2020,807,1107,772,940,1665261000
ADVS,31-Aug-2020,405,661,362,652,131730900
ADVT,31-Aug-2020,1286,1645,1206,1383,3002317000
ADVU,31-Aug-2020,1220,2320,1220,2320,6934063000
ADVV,31-Aug-2020,323,452,323,449,125937500
ADVX,31-Aug-2020,823,1248,795,1241,292316500
ASHD,31-Aug-2020,145,1263,145,1263,0
ASHF,31-Aug-2020,-13,-13,-615,-512,0
ASHR,31-Aug-2020,0.91,0.91,0.49,0.59,0
ASHU,31-Aug-2020,132,837,132,751,0
AVDA,31-Aug-2020,1.69,7.19,-25.06,-24.73,0
AVDC,31-Aug-2020,2.46,4.3,-12.46,4.27,0
AVDE,31-Aug-2020,-18.32,-7.45,-298.99,-298.99,0
AVDN,31-Aug-2020,-92.29,-92.29,-1705.92,-1705.92,0
AVDQ,31-Aug-2020,-27.61,283.07,-47.41,108.46,0
AVDS,31-Aug-2020,1.99,1.99,-137,-136.91,0
AVDT,31-Aug-2020,-118.2,-110.18,-1639.74,-1622.19,0
AVDU,31-Aug-2020,314.14,2898.1,314.14,2747.47,0
AVDV,31-Aug-2020,12.61,59.31,12.61,54.39,0
AVDX,31-Aug-2020,17.06,19.29,-78.76,-78.24,0
AVLD,31-Aug-2020,3.97,835.2,3.97,835.2,0
AVLF,31-Aug-2020,1.18,4.91,-306.24,-306.24,0
AVLR,31-Aug-2020,1.29,1.45,0.61,0.63,0
AVLU,31-Aug-2020,5.15,590.91,5.15,528.95,0
AVRA,31-Aug-2020,1.14,1.28,0.77,0.8,0
AVRC,31-Aug-2020,1.93,1.93,0.66,1.14,0
AVRE,31-Aug-2020,0.7,0.96,0.67,0.67,0
AVRN,31-Aug-2020,0.51,0.54,0.32,0.41,0
AVRQ,31-Aug-2020,0.83,1.24,0.81,1.06,0
AVRS,31-Aug-2020,1.27,1.27,0.48,0.49,0
AVRT,31-Aug-2020,0.68,0.8,0.57,0.64,0
AVRU,31-Aug-2020,1.97,2.58,1.28,1.65,0
AVRV,31-Aug-2020,2.94,2.94,1.52,1.76,0
AVRX,31-Aug-2020,2.03,2.03,0.78,0.78,0
AVVA,31-Aug-2020,13.12,105.28,13,105.28,0
AVVC,31-Aug-2020,5.1,35.07,5.1,34.64,0
AVVE,31-Aug-2020,44.41,653.09,44.41,617.7,0
AVVN,31-Aug-2020,96.29,1231.77,95.16,1231.77,0
AVVQ,31-Aug-2020,143.98,1665.26,143.98,1665.26,0
AVVS,31-Aug-2020,9.34,131.75,9.34,131.73,0
AVVT,31-Aug-2020,253.41,3002.31,253.41,3002.31,0
AVVU,31-Aug-2020,636.35,6934.06,636.35,6934.06,0
AVVV,31-Aug-2020,19.09,129.33,19.09,125.93,0
AVVX,31-Aug-2020,33.54,292.69,33.54,292.31,0
BANK,31-Aug-2020,2732.31,2738.6,2702.52,2702.52,0
BCMA,31-Aug-2020,1002,1363,940,1135,0
BCMC,31-Aug-2020,100.17,100.17,99.39,99.45,0
BCMD,31-Aug-2020,2826,2939,2632,2846,0
BCME,31-Aug-2020,235,235,172,173,0
BCMF,31-Aug-2020,228,369,228,362,0
BCMG,31-Aug-2020,40,40,17,27,0
BCMM,31-Aug-2020,99.43,99.51,98.99,99.07,0
BCMU,31-Aug-2020,75,82,36,69,0
BDMA,31-Aug-2020,2707,2802,2702,2802,0
BDMC,31-Aug-2020,101.01,101.02,100.96,100.96,0
BDMD,31-Aug-2020,1126,1166,1123,1164,0
BDME,31-Aug-2020,275,300,275,299,0
BDMF,31-Aug-2020,201,228,201,228,0
BDMG,31-Aug-2020,27,34,27,34,0
BDMM,31-Aug-2020,101.23,101.23,101.22,101.23,0
BDMU,31-Aug-2020,70,84,70,84,0
BFMA,31-Aug-2020,2566,2634,2560,2634,0
BFMC,31-Aug-2020,100.44,100.54,100.44,100.5,0
BFMD,31-Aug-2020,1293,1360,1290,1360,0
BFME,31-Aug-2020,261,291,261,291,0
BFMF,31-Aug-2020,213,234,213,233,0
BFMG,31-Aug-2020,27,35,27,35,0
BFMM,31-Aug-2020,100.94,100.94,100.9,100.9,0
BFMU,31-Aug-2020,44,56,44,56,0
BGMA,31-Aug-2020,2628,2728,2621,2728,0
BGMC,31-Aug-2020,99.95,100.01,99.95,100,0
BGMD,31-Aug-2020,1234,1274,1234,1274,0
BGME,31-Aug-2020,194,221,194,220,0
BGMF,31-Aug-2020,282,308,282,308,0
BGMG,31-Aug-2020,22,28,22,28,0
