Symbol,Date,Open,High,Low,Close,Volume
AAAU,03-Sep-2020,19.32,19.39,19.15,19.23,1519200
AADR,03-Sep-2020,56.89,56.89,55.1807,55.379,6200
AAMC,03-Sep-2020,21.49,23.405,18,20.07,45300
AAU,03-Sep-2020,0.69,0.7,0.6538,0.6726,319000
ABEQ,03-Sep-2020,23.84,23.93,23.7438,23.8318,9700
ACES,03-Sep-2020,52.9,52.9,50.02,50.36,117300
ACIO,03-Sep-2020,27.6,27.6026,26.87,27.0143,28100
ACSG,03-Sep-2020,27.8,27.8,27.7118,27.7118,2700
ACSI,03-Sep-2020,38.89,38.89,38.2521,38.2521,200
ACU,03-Sep-2020,23.13,23.49,22.26,22.6,11100
ACWF,03-Sep-2020,30.5501,30.5501,29.94,30.0226,3100
ACWV,03-Sep-2020,93.85,94.109,92,92.43,275800
ACY,03-Sep-2020,2.365,2.365,2.21,2.2675,7600
ADFI,03-Sep-2020,10.05,10.05,10.05,10.05,100
ADME,03-Sep-2020,35.65,35.65,34.8284,34.9837,8100
AE,03-Sep-2020,21.17,21.45,20.76,20.99,8800
AEF,03-Sep-2020,6.75,6.75,6.61,6.65,33300
AESR,03-Sep-2020,11.47,11.52,11.12,11.179,23700
AFIF,03-Sep-2020,9.85,9.86,9.84,9.8499,46200
AFK,03-Sep-2020,17.935,17.935,17.5594,17.7,5000
AFLG,03-Sep-2020,21.06,21.06,20.58,20.6495,2300
AFMC,03-Sep-2020,18.42,18.42,18.1154,18.1154,200
AFSM,03-Sep-2020,18.44,18.44,18.1412,18.1412,100
AFTY,03-Sep-2020,19.65,19.65,19.56,19.5888,3200
AGE,03-Sep-2020,0.83,0.8388,0.79,0.8125,146500
AGG,03-Sep-2020,118.73,118.87,118.62,118.69,6856700
AGGP,03-Sep-2020,19.96,19.9699,19.93,19.95,7000
AGGY,03-Sep-2020,54.26,54.32,54.21,54.26,240200
AGQ,03-Sep-2020,59.13,59.6883,55.4902,55.94,2441200
AGT,03-Sep-2020,22.01,22.01,21.53,21.6608,600
AGZ,03-Sep-2020,121.39,121.83,121.29,121.83,51500
AIEQ,03-Sep-2020,32,32,30.59,30.82,43600
AIIQ,03-Sep-2020,27.77,27.88,27.5,27.7378,4200
AIM,03-Sep-2020,2.05,2.05,1.82,1.84,2846100
AINC,03-Sep-2020,7,7.13,6.55,6.85,38000
AIRI,03-Sep-2020,1.16,1.16,1.095,1.12,29800
ALFA,03-Sep-2020,66.19,66.19,63.151,63.4543,2100
ALTL,03-Sep-2020,25.7508,25.8584,25.14,25.26,8600
ALTS,03-Sep-2020,34.955,34.955,34.955,34.955,100
AMBO,03-Sep-2020,2.1,2.15,1.9,2.03,39300
AMJ,03-Sep-2020,12.21,12.39,12.1,12.13,1574100
AMLP,03-Sep-2020,22.66,22.87,22.33,22.48,2312300
AMNA,03-Sep-2020,24.35,24.35,23.85,23.9455,5800
AMND,03-Sep-2020,25.0456,25.0456,25.0456,25.0456,100
AMOM,03-Sep-2020,37.51,37.7375,35.35,35.63,13300
AMPE,03-Sep-2020,0.7,0.7,0.6506,0.679,1208700
AMS,03-Sep-2020,2.04,2.075,1.9,1.97,25300
AMU,03-Sep-2020,7.75,7.75,7.6205,7.6588,7100
AMUB,03-Sep-2020,7.76,7.78,7.62,7.6504,47700
AMZA,03-Sep-2020,16.37,16.5414,16.05,16.15,111900
ANVS,03-Sep-2020,4.66,5.08,4.66,4.82,31200
AOA,03-Sep-2020,60.29,60.29,58.68,58.88,80700
AOK,03-Sep-2020,37.97,37.97,37.5,37.59,133900
AOM,03-Sep-2020,42.05,42.06,41.45,41.46,179900
AOR,03-Sep-2020,49.85,49.88,48.8911,49.04,142800
APT,03-Sep-2020,13.48,13.54,12.76,13.15,1289300
ARB,03-Sep-2020,25.48,25.49,25.4789,25.4789,800
ARCM,03-Sep-2020,100.685,100.685,100.685,100.685,100
ARGT,03-Sep-2020,26.02,26.02,25.05,25.24,13800
ARKF,03-Sep-2020,40.73,40.73,38.945,39.44,1300300
ARKG,03-Sep-2020,61.65,61.72,57.55,58,1506200
ARKK,03-Sep-2020,94.15,94.2,88.86,89.81,4679600
ARKQ,03-Sep-2020,61.11,61.11,57.96,58.42,494100
ARKW,03-Sep-2020,110.41,110.7441,105.28,106.63,1693300
ARMP,03-Sep-2020,3,3.19,2.98,2.99,12800
ARMR,03-Sep-2020,21,21,19.61,19.79,2200
ASEA,03-Sep-2020,12.4,12.4,12.1,12.1545,1600
ASHR,03-Sep-2020,35.58,35.6,35.22,35.28,3674300
ASHS,03-Sep-2020,35.58,35.62,35.2,35.2001,30000
ASHX,03-Sep-2020,26.34,26.34,26.34,26.34,200
ASM,03-Sep-2020,1.14,1.18,1.08,1.14,1720100
ATMP,03-Sep-2020,10.3,10.3,10.1,10.14,31600
ATNM,03-Sep-2020,7.98,8,7.15,7.26,428000
AUG,03-Sep-2020,2.2,2.21,2.08,2.135,664900
AUGZ,03-Sep-2020,26.55,26.55,25.79,25.9028,800
AUMN,03-Sep-2020,0.45,0.45,0.426,0.4442,1089300
AUSF,03-Sep-2020,23.08,23.32,22.7101,22.7945,16500
AVDE,03-Sep-2020,50.78,50.78,49.76,49.8042,52200
AVDV,03-Sep-2020,48.42,48.42,47.4177,47.6213,23100
AVEM,03-Sep-2020,52.713,53.04,52.2463,52.5066,37200
AVUS,03-Sep-2020,57.1279,57.2169,55.146,55.4806,21000
AVUV,03-Sep-2020,46.11,46.1424,44.93,45.02,28300
AWAY,03-Sep-2020,20.65,20.74,20.03,20.21,54500
AWTM,03-Sep-2020,49.6,49.625,49.59,49.625,199600
AWX,03-Sep-2020,1.75,1.75,1.51,1.62,12600
AXU,03-Sep-2020,2.88,2.99,2.79,2.87,1526500
AZAA,03-Sep-2020,26.1761,26.1761,26.1761,26.1761,100
AZAL,03-Sep-2020,26.4389,26.4389,26.266,26.337,500
AZBA,03-Sep-2020,25.6294,25.6294,25.6294,25.6294,100
AZBL,03-Sep-2020,25.706,25.706,25.689,25.689,300
BAB,03-Sep-2020,33.77,33.84,33.67,33.78,192500
BAL,03-Sep-2020,38.98,38.98,37.94,38.1625,2400
BAPR,03-Sep-2020,28.73,28.75,28.4,28.41,21200
BAR,03-Sep-2020,19.31,19.35,19.113,19.18,369700
BATL,03-Sep-2020,8.36,8.55,7.8,8.55,600
BATT,03-Sep-2020,10.83,10.83,10.47,10.52,36000
BAUG,03-Sep-2020,28.7,28.7,27.8016,27.95,41200
BBAX,03-Sep-2020,24.1,24.13,23.63,23.75,86000
BBC,03-Sep-2020,39.77,39.77,37.94,38.18,28100
BBCA,03-Sep-2020,25.25,25.295,24.7,24.8,163300
BBEU,03-Sep-2020,24.04,24.07,23.4,23.51,311900
BBIN,03-Sep-2020,49.9,49.9,48.73,48.92,14700
BBJP,03-Sep-2020,24.43,24.43,24.04,24.1,613700
BBMC,03-Sep-2020,65.59,65.59,63.6671,63.6671,300
BBP,03-Sep-2020,46.0699,46.0699,45.0597,45.0597,1300
BBRE,03-Sep-2020,76.51,77.17,75.14,75.53,12500
BBSA,03-Sep-2020,26.36,26.39,26.2521,26.28,21400
BBUS,03-Sep-2020,64.96,64.9926,62.6901,63.0907,30600
BCD,03-Sep-2020,23.58,23.58,23.4129,23.4129,200
BCI,03-Sep-2020,20.52,20.52,20.25,20.32,46300
BCM,03-Sep-2020,27.6085,27.6085,27.44,27.44,400
BCV,03-Sep-2020,26.66,26.66,25.65,25.87,26700
BCV-A,03-Sep-2020,25.81,25.81,25.81,25.81,1000
BDCS,03-Sep-2020,14.2983,14.3,14.084,14.084,5400
BDCX,03-Sep-2020,24.5625,24.5625,24.5625,24.5625,100
BDCY,03-Sep-2020,7.395,7.45,7.31,7.315,4700
BDCZ,03-Sep-2020,14,14.2,13.95,13.95,1900
BDEC,03-Sep-2020,28.1275,28.1275,28.1275,28.1275,200
BDL,03-Sep-2020,17.1389,17.7489,16.65,16.65,14200
BDR,03-Sep-2020,0.8623,0.8899,0.8301,0.87,193300
BDRY,03-Sep-2020,7.77,7.77,7.3662,7.41,92000
BETZ,03-Sep-2020,20.17,20.19,19.28,19.41,231800
BFEB,03-Sep-2020,25.84,25.84,25.44,25.4776,9900
BFOR,03-Sep-2020,43.96,43.96,42.66,42.7318,8500
BGI,03-Sep-2020,0.71,0.7138,0.6612,0.6999,163400
BHB,03-Sep-2020,20.63,20.8134,20.35,20.67,27800
BIBL,03-Sep-2020,34.46,34.46,33.25,33.48,22900
BIL,03-Sep-2020,91.54,91.54,91.53,91.53,1939300
BIOX,03-Sep-2020,5.43,5.5241,5.36,5.41,10800
BIV,03-Sep-2020,93.91,93.95,93.82,93.89,1156900
BIZD,03-Sep-2020,12.22,12.29,12,12.02,128600
BJAN,03-Sep-2020,30.59,30.89,30.32,30.32,11000
BJUL,03-Sep-2020,28.71,28.71,28.2901,28.38,6300
BJUN,03-Sep-2020,29.65,29.71,29.46,29.46,17400
BKAG,03-Sep-2020,50.91,50.96,50.91,50.9274,1700
BKEM,03-Sep-2020,62.9065,62.9065,62.9065,62.9065,100
BKF,03-Sep-2020,47.74,47.74,46.89,47.16,11500
BKHY,03-Sep-2020,54.58,54.58,54.33,54.5737,10900
